region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points
10000018,The Spire,10971247787005.01,771883667.3924,10012389570850.674,770816370.2050999,566354933978.0,126052984384.91,269184529334.3312,11266530693.57,1010371863497.304,866334129.0698,0.0
10000020,Tash-Murkon,51693198881761.24,7372353800.2552,48157125830883.45,5785622433.307,175479561550.0,194625402835.66,1495950210546.0044,2860644898884.3696,638547907611.6416,1026005972.349,130271060.0
10000021,Outer Passage,5352524686098.858,429598957.17019993,7572115846354.178,519730294.4052,467048211134.0,155226511829.13,1569055446613.5178,1079209787.8,788695550386.1824,639953939.7003,0.0
10000022,Stain,10208785525122.523,728960440.1719,8302110838861.652,718237146.2153001,243207947467.0,386320761331.0,1429331508333.7634,167874311192.19,285399448801.3033,665898957.2857,554631467.0
10000023,Pure Blind,29500829384613.516,3923974721.9386005,34152005093579.906,3941689255.4913,632684312012.0,2046539734732.13,2675598721630.566,1723346540128.4998,848506431293.6727,1056851024.7359,539903972.0
10000025,Immensea,45131017537420.125,5202044418.9107,46452935742967.87,4486707478.3617,3395263169050.0,871182798367.31,20990037235230.152,15442790962.7,2985609757323.779,2810892820.2098,0.0
10000027,Etherium Reach,40654908593372.93,4353358123.2397,49264964522638.984,4596045630.6186,1047311438360.0,810785331257.17,4299040545777.271,485425881409.3201,1423083025045.0322,1917805628.2798,0.0
10000028,Molden Heath,25666593003874.523,2959031354.1504,23770353256248.93,2333408936.3984,103822522162.0,239593345712.09,1080202724180.6042,624939772271.2001,310986792711.6108,540777040.4125,299405469.0
10000029,Geminate,101691153719315.19,5033548906.2079,99561093689622.36,5270670398.6082,1076757228968.0,1743492952221.3,1083152968235.8535,66869629097.21,303726517795.88586,511127340.6214,0.0
10000030,Heimatar,119132955566982.95,13972653735.027601,120404719474036.53,15195521672.3424,214253644819.0,1251459648732.07,2032859360770.3909,10038712517785.113,577882003642.7124,642282486.161,221936965.0
10000031,Impass,25453663676388.137,2093322303.0966,24961566079731.055,2991242581.1926,2282117267974.0,501992895607.83,2338912072366.118,362246869780.42993,3015231801966.245,2066507083.0788,0.0
10000032,Sinq Laison,256454601016640.72,21327040038.4766,245889064577628.75,20538555746.7138,259958650786.0,1745137501552.68,9042381915339.479,19300142940256.82,837874438799.5779,1199653281.6236,139954458.0
10000033,The Citadel,354297123920540.4,32998765686.5341,342702211842282.25,30469966475.444,308073577403.0,2175455068601.09,19601864664627.535,3991293834485.7695,575369711957.0063,1247408629.2113,189705956.0
10000034,The Kalevala Expanse,107182398338606.39,6822107569.0836,103908640771776.31,6133365060.689099,2496189305527.0,1218828020374.3,4487851396924.489,12283063172.110003,1705910404242.5508,1406816312.1113,0.0
10000035,Deklein,9192504200405.734,2342075293.1822,9463651288073.875,516314463.4202,1418899553575.0,459452332037.74,9717166559507.572,385107259654.19995,661405333914.497,831014569.1234,0.0
10000036,Devoid,70481529721258.81,8019961483.9473,72221681193975.16,7617608677.6815,51918679983.0,247683373497.38,308090894101.3143,668065843463.5199,460918000428.9295,1638714342.5769,38064033.0
10000037,Everyshore,38929289454848.63,4973665821.1065,31624804067289.832,4442485638.5645,124102398207.0,237256932495.26,1521105938992.5835,1640007386726.3499,522271796783.40875,1192700188.5441,89317837.0
10000038,The Bleak Lands,29514601147188.8,3943326943.3083,27401257833048.332,3163563334.7063,27891526131.0,708679245914.98,5262092960220.694,236959541660.69998,153486755848.34747,102195062.0645,271906952.0
10000039,Esoteria,20320244740617.145,1748557682.2839,18504433106793.47,1454767556.3654,1900489813608.0,420612165218.58,1514674968886.6245,133345876965.53001,814231411977.0355,608466025.8272,0.0
10000040,Oasa,25683087578507.816,3338855285.4647,19188688992743.402,1866799398.2587,553825703607.0,215671445900.99,10867674441208.082,2843816375.0,1196734758451.8635,981551058.9123,0.0
10000041,Syndicate,12747311135899.799,896319260.7564,10778846805263.074,804910495.8489,122208383718.0,308352327942.53,528199875237.8479,501837438622.54,289588880113.55554,525526169.3773,202561186.0
10000042,Metropolis,180736774207196.8,17872583340.9946,162554652337497.75,18359923538.8662,1105588516718.0,1474472656809.96,3348011109764.125,12040468556679.8,834467750758.9626,934474606.002,1594273845.0
10000043,Domain,197256858717228.22,17901505681.9081,207415785526653.16,21492414848.9652,259303513584.0,630636788422.83,3376274658859.473,62255939903068.05,1401671453650.4375,3429787599.2187,134073460.0
10000044,Solitude,51582719736445.84,1756877185.8817,46470658926573.29,1839642575.5792,34886833893.0,143931792262.95,558509323702.2173,323534769207.23004,246713222583.18823,323724212.5901,8709664.0
10000045,Tenal,5081676636103.379,161064297.3272,5128823741179.355,268782807.83820003,1699400700937.0,169328117154.3,1824229580719.5034,53595925918.83,447503346901.276,408696724.8979,0.0
10000046,Fade,4181939831265.5854,138730989.1927,3177310098189.5254,594040173.4032,321316397384.0,111906606142.21,170670060186.1134,9380677583.23,120528775754.04204,207438090.0157,0.0
10000047,Providence,14327606403547.885,1030561600.0195,15095079578198.836,1531332827.0295,535711400783.0,811063920824.84,1787902928416.4707,354037468757.84,558634911315.7273,621110335.4989,0.0
10000048,Placid,83797116002572.95,4388599765.5401,74493156786027.45,5340264968.0911,90282761264.0,1122834476331.72,1199842226179.3018,1050218957115.92,359885507586.2203,664553365.7452,1473677461.0
10000049,Khanid,70627377490621.33,4907272920.3302,65932967084615.414,4631594264.9647,46739547387.0,305235715255.96,421266606073.4795,1363432699957.9595,733079333204.2759,1826717032.0081,14862271.0
10000050,Querious,49723843170919.914,4794940368.1927,43866188836275.49,2915901939.6137,2329896478632.0,861438045681.56,3901943111009.045,1259148234718.5598,648797557872.6543,936966231.6454,0.0
10000051,Cloud Ring,11849331907568.02,659703280.0895001,14834665114304.76,1271030467.6542,248943257582.0,343222828331.1,635042386282.2203,102111387769.86,342447842842.6189,355388371.0983,0.0
10000052,Kador,74160538959772.5,5420558895.7908,69198622426653.21,3686193162.3427,226641749518.0,218151801960.33,1069848115654.4739,793787118191.56,723078100002.3807,2195695664.0656,186708978.0
10000053,Cobalt Edge,3855918611994.2256,379732258.07600003,3551944705319.892,383524815.3055,369237763928.0,155434808038.11,899106802941.5237,2625433339.39,700347439095.4812,516131360.8274,0.0
10000054,Aridia,10109007722689.03,818364619.8373001,8796566575941.0,974089837.1443,63690417605.0,300678876515.89,636165034112.1947,903738523231.2701,1177343480566.3945,658734183.0431,208113827.0
10000055,Branch,8805293772931.738,477640678.15340006,6499508242066.532,309530512.4369,2166612310927.0,356138531612.63,3368102361828.632,109476258599.74,598203718986.3317,521285623.3147,0.0
10000056,Feythabolis,8574305307738.854,531079457.38649994,8124780070498.981,611497245.008,1388435638427.0,258554804328.77,309789675945.1458,161471903325.53003,542890919246.12555,713357180.9738,0.0
10000057,Outer Ring,8489469897481.609,289490192.2655,4311445213071.8076,466915876.6945,53303010112.0,68606079391.72,396658980233.07,577440349660.11,91798088111.976,36547743.0262,12440353.0
10000058,Fountain,21576080400488.914,1598400780.8759,42700594392753.41,1525168071.838,4044599186910.0,1386930575664.93,21547329496114.54,9729594459400.75,2866954317858.289,2534940052.3652,139733235.0
10000059,Paragon Soul,10179672204652.287,770547445.5257,14719766521651.846,1273518760.5662,997098100164.0,237903468802.73,2321068319208.6445,623369397365.4099,168093133889.58072,341005068.3641,0.0
10000060,Delve,29460089411139.887,1984373315.8496,36865499995533.7,4763152740.4971,2191376033542.0,1626083247160.62,5353874475288.608,4583842299805.93,682479324983.4379,907864740.849,852693875.0
10000061,Tenerifis,93353470296421.81,10351145821.3173,114333552792246.88,8409164277.426,1180890550363.0,853816849370.49,12028441914743.477,31345057811014.59,1830119464796.8926,1516465988.273,0.0
10000062,Omist,2306270407716.6143,140096676.06239998,4340081986872.348,375983393.33489996,381304984451.0,309079956924.36,1504828527559.769,293565145355.38995,350095335454.5374,263842787.451,0.0
10000063,Period Basis,9389947884890.82,610824080.1975,7524095314455.838,459632129.6045,821702843278.0,276874767470.7,1867352704028.0293,547265508535.64984,324948934639.4413,149382402.7333,0.0
10000064,Essence,207187522553994.78,21932751900.7507,204701693435819.7,21730954884.864597,109649342300.0,830436999061.45,1971940729911.682,3962073902030.01,563185860323.0245,1293609071.7514,466571166.0
10000065,Kor-Azor,80646259030523.23,8266681017.1623,77135741365111.48,7773824420.356799,144451382048.0,349763873493.36,797488071848.9332,1489756767867.1104,409523812670.18585,234531287.4407,27610088.0
10000066,Perrigen Falls,73290222834930.17,7041017770.2722,91423506172649.53,8841775281.76,2999172654790.0,1260416644180.64,10389687663906.043,33104568721248.266,2779131666011.674,1653246371.9823,0.0
10000067,Genesis,219315917532845.72,20905827275.0942,218214190533889.97,21342855551.5756,202211049357.0,1312455681630.29,1553140995466.9058,2598944902784.9097,511790685982.5353,779567042.378,151059744.0
10000068,Verge Vendor,37611077427812.516,4418126891.543,37071175688655.37,4211392805.0134997,73061695144.0,135807626117.0,702740412327.1335,1375634894557.11,350157028419.0488,498184800.052,48888581.0
10000069,Black Rise,32284004301047.945,3349203879.1052,35228807233461.59,4347688130.1012,47559710165.0,963400728803.71,4952082317220.205,505823145136.0099,325736545717.0381,424390222.6131,36168999.0
10000070,Pochven,21985508798215.812,462700508.9904,18437968550985.35,498814377.4079,7327524014.0,1875423777970.67,32131617797.021,232811813459.56003,138710472193.25525,31041436.7559,0.0
