region_id,region_name,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
10000001,Derelik,1097540463.7,20307300.0,715747000.0,1187133520.0,200206226.05,1305660.0,87086000.0,154013370.0
10000002,The Forge,3222767500.75,16501100.0,4865524000.0,2499217170.0,711715968.6,2215080.0,661696000.0,629239550.0
10000003,Vale of the Silent,5261087065.9,5539680.0,1327989000.0,4941510360.0,262965883.15,459900.0,233113000.0,512311300.0
10000005,Detorid,1984923352.45,3024570.0,135706000.0,233978030.0,138543132.4,143630.0,25925000.0,3507550.0
10000006,Wicked Creek,112808054.25,5015760.0,21269000.0,16023120.0,11741550.8,114810.0,1460000.0,1985290.0
10000007,Cache,368125935.2,1033020.0,97499000.0,245419080.0,48271639.5,107190.0,12243000.0,10383850.0
10000008,Scalding Pass,153813930.9,3850760.0,65738000.0,27114320.0,6740763.05,415690.0,14700000.0,3433710.0
10000009,Insmother,670910283.9,6552490.0,86074000.0,397412850.0,153944229.3,145790.0,17525000.0,6166220.0
10000010,Tribute,503519291.45,852880.0,636043000.0,1087856700.0,11009342.15,67560.0,50514000.0,16112760.0
10000011,Great Wildlands,27354599.1,4801910.0,24960000.0,135208480.0,6456660.2,518810.0,5009000.0,5110420.0
10000012,Curse,4421833.4,12307370.0,10675000.0,15077340.0,493955.0,554200.0,2664000.0,0.0
10000013,Malpais,1532220525.55,4445960.0,825310000.0,585180560.0,251498570.45,674900.0,220916000.0,29482440.0
10000014,Catch,868353408.75,8815260.0,445984000.0,426659060.0,53644725.0,1615670.0,38344000.0,29113460.0
10000015,Venal,91982721.75,4171650.0,10142000.0,55211880.0,6075419.4,499630.0,1091000.0,6379900.0
10000016,Lonetrek,2571648699.5,24040370.0,1868722000.0,1424118080.0,549992601.3,2300610.0,292986000.0,220906240.0
10000018,The Spire,1005404209.05,1833720.0,204343000.0,307010090.0,208172200.35,265640.0,54386000.0,15186070.0
10000020,Tash-Murkon,2624792442.1,4761870.0,1108019000.0,1170643130.0,645500139.35,254680.0,118853000.0,195949070.0
10000021,Outer Passage,1016231246.55,1309150.0,132121000.0,309390740.0,127210862.1,226950.0,18935000.0,17790720.0
10000022,Stain,57797460.5,51000.0,138772000.0,276235210.0,3320868.5,0.0,6399000.0,785110.0
10000023,Pure Blind,842822484.15,3986160.0,170990000.0,681958670.0,72463785.1,382110.0,39122000.0,37164040.0
10000025,Immensea,5653889874.9,1954730.0,1124662000.0,2174528020.0,618042396.55,245490.0,168323000.0,42888510.0
10000027,Etherium Reach,1655515678.55,2892770.0,136259000.0,741687770.0,340341579.1,211900.0,28098000.0,23459910.0
10000028,Molden Heath,447687403.3,7027190.0,751335000.0,282272230.0,93535791.2,956100.0,155268000.0,8446760.0
