history_date,entry_id,entry_name,entry_sink_value,entry_faucet_value
2022-04-01,-66.0,Structure Module (Market),-9100000000.0,8200000000.0
2022-04-01,-41.0,Planetary Industry (Market),-1183050729.53,0.0
2022-04-01,-25.0,Asteroid (Market),0.0,24844989.74
2022-04-01,-17.0,Commodity (Market),-5282891173.11,1278952178108.05
2022-04-01,-16.0,Skill (Market),-70338856180.0,0.0
2022-04-01,-9.0,Blueprint (Market),-189079576229.0,0.0
2022-04-01,13.0,Office Rental Fee,-11253109555.0,0.0
2022-04-01,15.0,Repair Bill,-4443337216.0,46868.0
2022-04-01,19.0,Insurance,-76876392489.0,109736366658.0
2022-04-01,26.0,LP Store,-289508000000.0,0.0
2022-04-01,27.0,Agent Location Services,-37921000.0,0.0
2022-04-01,33.0,Agent Mission Reward,-234405916.0,119189238036.0
2022-04-01,35.0,CSPA,-60650586.0,0.0
2022-04-01,39.0,Corporation Registration Fee,-627121600.0,515135600.0
2022-04-01,40.0,Corporation Logo Change Cost,-3700.0,0.0
2022-04-01,41.0,Release Of Impounded Property,-10831026.0,0.0
2022-04-01,46.0,Brokers Fee,-191548731228.0,0.0
2022-04-01,48.0,Alliance Registration Fee,-1000000000.0,0.0
2022-04-01,49.0,War Fee,-3900000000.0,0.0
2022-04-01,50.0,Alliance Maintainance Fee,-1000000000.0,0.0
2022-04-01,51.0,Contraband Fine,-3111413160.0,0.0
2022-04-01,54.0,Transaction Tax,-829330414703.0,0.0
2022-04-01,55.0,Jump Clone Installation Fee,-918900000.0,0.0
2022-04-01,56.0,Manufacturing,-67197131455.0,0.0
2022-04-01,57.0,Researching Technology,-1241865346.0,0.0
2022-04-01,58.0,Researching Time Productivity,-10425942856.0,0.0
2022-04-01,59.0,Researching Material Productivity,-20677993109.0,0.0
2022-04-01,60.0,Copying,-1709223814.0,0.0
2022-04-01,72.0,Contract Brokers Fee,-7471239486.0,0.0
2022-04-01,73.0,Contract Sales Tax,-5732954430.0,0.0
2022-04-01,80.0,Contract Brokers Fee (corp),-1254179047.0,0.0
2022-04-01,85.0,Bounty Prizes,0.0,898350888647.0
2022-04-01,86.0,Advertisement Listing Fee,-165500000.0,0.0
2022-04-01,87.0,Medal Creation,-45000000.0,0.0
2022-04-01,88.0,Medal Issued,-420000000.0,0.0
2022-04-01,96.0,Planetary Import Tax,-692812627.0,0.0
2022-04-01,97.0,Planetary Export Tax,-3489484323.0,0.0
2022-04-01,98.0,Planetary Construction,-11585355000.0,0.0
2022-04-01,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,237170745901.57
2022-04-01,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,15101220308.07
2022-04-01,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,303021845012.05
2022-04-01,101.0,Bounty Surcharge,-336149175.0,0.0
2022-04-01,117.0,Security Processing Fee,-2359000000.0,0.0
2022-04-01,120.0,Industry Job Tax,-1991297449.0,0.0
2022-04-01,122.0,Infrastructure Hub maintenance,-32249000000.0,0.0
2022-04-01,123.0,Asset Safety recovery Tax,-47582464273.0,0.0
2022-04-01,125.0,Project Discovery reward,0.0,27361373715.0
2022-04-01,127.0,Reprocessing Tax,-1207594097.0,0.0
2022-04-01,128.0,Jump Clone Activation Fee,-2091600000.0,0.0
2022-04-01,135.0,Reactions,-27049126336.0,0.0
2022-04-01,139.0,Season Challenge Reward,0.0,28930000000.0
2022-04-01,141.0,Skill Purchase,-204681863750.0,0.0
2022-04-01,145.0,Hypernet Relay Tax,-42387151682.0,0.0
2022-04-01,147.0,Redeemed ISK token,0.0,178185000.0
2022-04-01,149.0,SCC surcharge,-51385635414.0,0.0
2022-04-01,155.0,ESS Main Bank Autopayment,0.0,437299454357.0
2022-04-01,156.0,First Day ISK Bonus,0.0,282000000.0
2022-04-02,-66.0,Structure Module (Market),-38900000000.0,14100000000.0
2022-04-02,-41.0,Planetary Industry (Market),-199906696.3,0.0
2022-04-02,-25.0,Asteroid (Market),0.0,35568000.0
2022-04-02,-17.0,Commodity (Market),-17662384271.95,1525561372354.43
2022-04-02,-16.0,Skill (Market),-81589719670.0,0.0
2022-04-02,-9.0,Blueprint (Market),-107581312608.0,0.0
2022-04-02,13.0,Office Rental Fee,-11922917150.0,0.0
2022-04-02,15.0,Repair Bill,-5073659223.0,69985.0
2022-04-02,19.0,Insurance,-52372987145.0,135314968228.0
2022-04-02,26.0,LP Store,-243855195000.0,0.0
2022-04-02,27.0,Agent Location Services,-33725000.0,0.0
2022-04-02,33.0,Agent Mission Reward,-285578225.0,123355935511.0
2022-04-02,35.0,CSPA,-35053557.0,0.0
2022-04-02,39.0,Corporation Registration Fee,-598325200.0,473540800.0
2022-04-02,40.0,Corporation Logo Change Cost,-3500.0,0.0
2022-04-02,41.0,Release Of Impounded Property,-47958287.0,0.0
2022-04-02,46.0,Brokers Fee,-238111956405.0,0.0
2022-04-02,48.0,Alliance Registration Fee,-46000000000.0,41000000000.0
2022-04-02,49.0,War Fee,-2600000000.0,0.0
2022-04-02,50.0,Alliance Maintainance Fee,-746000000.0,0.0
2022-04-02,51.0,Contraband Fine,-2539800.0,0.0
2022-04-02,54.0,Transaction Tax,-963330077632.0,0.0
2022-04-02,55.0,Jump Clone Installation Fee,-1043100000.0,0.0
2022-04-02,56.0,Manufacturing,-82182392828.0,0.0
2022-04-02,57.0,Researching Technology,-844184240.0,0.0
2022-04-02,58.0,Researching Time Productivity,-45644025897.0,0.0
2022-04-02,59.0,Researching Material Productivity,-22514745788.0,0.0
2022-04-02,60.0,Copying,-2254403029.0,0.0
2022-04-02,72.0,Contract Brokers Fee,-9250151547.0,0.0
2022-04-02,73.0,Contract Sales Tax,-5218978426.0,0.0
2022-04-02,80.0,Contract Brokers Fee (corp),-1913285798.0,0.0
2022-04-02,85.0,Bounty Prizes,0.0,968766303282.0
2022-04-02,86.0,Advertisement Listing Fee,-279000000.0,0.0
2022-04-02,87.0,Medal Creation,-50000000.0,0.0
2022-04-02,88.0,Medal Issued,-225000000.0,0.0
2022-04-02,96.0,Planetary Import Tax,-840072173.0,0.0
2022-04-02,97.0,Planetary Export Tax,-3758407700.0,0.0
2022-04-02,98.0,Planetary Construction,-14898710000.0,0.0
2022-04-02,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,197900363327.38
2022-04-02,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,12482684907.08
2022-04-02,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,353807121958.06
2022-04-02,101.0,Bounty Surcharge,-173040348.0,0.0
2022-04-02,117.0,Security Processing Fee,-1642000000.0,0.0
2022-04-02,120.0,Industry Job Tax,-2628494119.0,0.0
2022-04-02,122.0,Infrastructure Hub maintenance,-33747000000.0,0.0
2022-04-02,123.0,Asset Safety recovery Tax,-76149088272.0,0.0
2022-04-02,125.0,Project Discovery reward,0.0,28880571679.0
2022-04-02,127.0,Reprocessing Tax,-1041810090.0,0.0
2022-04-02,128.0,Jump Clone Activation Fee,-2272500000.0,0.0
2022-04-02,135.0,Reactions,-34238779771.0,0.0
2022-04-02,139.0,Season Challenge Reward,0.0,39180000000.0
2022-04-02,141.0,Skill Purchase,-261081660450.0,0.0
2022-04-02,145.0,Hypernet Relay Tax,-36289322236.0,0.0
2022-04-02,147.0,Redeemed ISK token,0.0,289130000.0
2022-04-02,149.0,SCC surcharge,-66252409343.0,0.0
2022-04-02,155.0,ESS Main Bank Autopayment,0.0,452564275026.0
2022-04-02,156.0,First Day ISK Bonus,0.0,376500000.0
2022-04-03,-66.0,Structure Module (Market),-87200000000.0,16800000000.0
2022-04-03,-41.0,Planetary Industry (Market),-575070486.47,0.0
2022-04-03,-25.0,Asteroid (Market),0.0,40356000.0
2022-04-03,-17.0,Commodity (Market),-8701238605.59,1434116663855.13
2022-04-03,-16.0,Skill (Market),-90076049700.0,0.0
2022-04-03,-9.0,Blueprint (Market),-145350999774.0,0.0
2022-04-03,13.0,Office Rental Fee,-9397080914.0,0.0
2022-04-03,15.0,Repair Bill,-5477476888.0,10839806.0
2022-04-03,19.0,Insurance,-43499312954.0,117688086992.0
2022-04-03,26.0,LP Store,-287622020000.0,0.0
2022-04-03,27.0,Agent Location Services,-49655000.0,0.0
2022-04-03,33.0,Agent Mission Reward,-253579666.0,126852840927.0
2022-04-03,35.0,CSPA,-52583094.0,0.0
2022-04-03,39.0,Corporation Registration Fee,-580727400.0,470341200.0
2022-04-03,40.0,Corporation Logo Change Cost,-2500.0,0.0
2022-04-03,41.0,Release Of Impounded Property,-2659079.0,0.0
2022-04-03,46.0,Brokers Fee,-259654112726.0,0.0
2022-04-03,48.0,Alliance Registration Fee,-1000000000.0,0.0
2022-04-03,49.0,War Fee,-6600000000.0,0.0
2022-04-03,50.0,Alliance Maintainance Fee,-1022000000.0,0.0
2022-04-03,51.0,Contraband Fine,-111635100.0,0.0
2022-04-03,54.0,Transaction Tax,-946380429189.0,0.0
2022-04-03,55.0,Jump Clone Installation Fee,-1129500000.0,0.0
2022-04-03,56.0,Manufacturing,-73330496268.0,0.0
2022-04-03,57.0,Researching Technology,-1060750804.0,0.0
2022-04-03,58.0,Researching Time Productivity,-13136059051.0,0.0
2022-04-03,59.0,Researching Material Productivity,-15083147832.0,0.0
2022-04-03,60.0,Copying,-2139449363.0,0.0
2022-04-03,72.0,Contract Brokers Fee,-9953535999.0,0.0
2022-04-03,73.0,Contract Sales Tax,-8660397496.0,0.0
2022-04-03,80.0,Contract Brokers Fee (corp),-2084425434.0,0.0
2022-04-03,85.0,Bounty Prizes,0.0,944349026372.0
2022-04-03,86.0,Advertisement Listing Fee,-378750000.0,0.0
2022-04-03,87.0,Medal Creation,-50000000.0,0.0
2022-04-03,88.0,Medal Issued,-175000000.0,0.0
2022-04-03,96.0,Planetary Import Tax,-1159483467.0,0.0
2022-04-03,97.0,Planetary Export Tax,-4412797194.0,0.0
2022-04-03,98.0,Planetary Construction,-18070575000.0,0.0
2022-04-03,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,287232727778.57
2022-04-03,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,8159146525.0
2022-04-03,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,343431609661.01
2022-04-03,101.0,Bounty Surcharge,-323569156.0,0.0
2022-04-03,117.0,Security Processing Fee,-3026000000.0,0.0
2022-04-03,120.0,Industry Job Tax,-2157847480.0,0.0
2022-04-03,122.0,Infrastructure Hub maintenance,-41720000000.0,0.0
2022-04-03,123.0,Asset Safety recovery Tax,-74635993563.0,0.0
2022-04-03,125.0,Project Discovery reward,0.0,28574683688.0
2022-04-03,127.0,Reprocessing Tax,-1065901620.0,0.0
2022-04-03,128.0,Jump Clone Activation Fee,-2387700000.0,0.0
2022-04-03,135.0,Reactions,-39723948422.0,0.0
2022-04-03,139.0,Season Challenge Reward,0.0,31920000000.0
2022-04-03,141.0,Skill Purchase,-286009758450.0,0.0
2022-04-03,145.0,Hypernet Relay Tax,-46093584111.0,0.0
2022-04-03,147.0,Redeemed ISK token,0.0,88205000.0
2022-04-03,149.0,SCC surcharge,-66120005476.0,0.0
2022-04-03,155.0,ESS Main Bank Autopayment,0.0,441428898877.0
2022-04-03,156.0,First Day ISK Bonus,0.0,472000000.0
2022-04-04,-66.0,Structure Module (Market),-44200000000.0,7200000000.0
2022-04-04,-41.0,Planetary Industry (Market),-829839707.29,0.0
2022-04-04,-25.0,Asteroid (Market),0.0,26907750.0
2022-04-04,-17.0,Commodity (Market),-17435921220.19,1459540240204.94
2022-04-04,-16.0,Skill (Market),-73638352850.0,0.0
2022-04-04,-9.0,Blueprint (Market),-107442742837.0,0.0
2022-04-04,13.0,Office Rental Fee,-8898361664.0,0.0
2022-04-04,15.0,Repair Bill,-4374513873.0,10009.0
2022-04-04,19.0,Insurance,-32228598228.0,88841308521.0
2022-04-04,26.0,LP Store,-267871040000.0,0.0
2022-04-04,27.0,Agent Location Services,-39846000.0,0.0
2022-04-04,33.0,Agent Mission Reward,-281419055.0,118382136711.0
2022-04-04,35.0,CSPA,-61128146.0,0.0
2022-04-04,39.0,Corporation Registration Fee,-598325200.0,478340200.0
2022-04-04,40.0,Corporation Logo Change Cost,-1300.0,0.0
2022-04-04,41.0,Release Of Impounded Property,-6042275.0,0.0
2022-04-04,46.0,Brokers Fee,-207093049353.0,0.0
2022-04-04,48.0,Alliance Registration Fee,-34000000000.0,32000000000.0
2022-04-04,49.0,War Fee,-3100000000.0,0.0
2022-04-04,50.0,Alliance Maintainance Fee,-676000000.0,0.0
2022-04-04,51.0,Contraband Fine,-68857500.0,0.0
2022-04-04,54.0,Transaction Tax,-785645045879.0,0.0
2022-04-04,55.0,Jump Clone Installation Fee,-928800000.0,0.0
2022-04-04,56.0,Manufacturing,-66686286959.0,0.0
2022-04-04,57.0,Researching Technology,-803247142.0,0.0
2022-04-04,58.0,Researching Time Productivity,-21325419684.0,0.0
2022-04-04,59.0,Researching Material Productivity,-15966153516.0,0.0
2022-04-04,60.0,Copying,-2577778690.0,0.0
2022-04-04,72.0,Contract Brokers Fee,-9668383998.0,0.0
2022-04-04,73.0,Contract Sales Tax,-4758544132.0,0.0
2022-04-04,80.0,Contract Brokers Fee (corp),-1578587558.0,0.0
2022-04-04,85.0,Bounty Prizes,0.0,930461237959.0
2022-04-04,86.0,Advertisement Listing Fee,-233250000.0,0.0
2022-04-04,87.0,Medal Creation,-75000000.0,0.0
2022-04-04,88.0,Medal Issued,-235000000.0,0.0
2022-04-04,96.0,Planetary Import Tax,-904015288.0,0.0
2022-04-04,97.0,Planetary Export Tax,-3860286003.0,0.0
2022-04-04,98.0,Planetary Construction,-15322595000.0,0.0
2022-04-04,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,512392154977.39
2022-04-04,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,11089837827.23
2022-04-04,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,403142320722.09
2022-04-04,101.0,Bounty Surcharge,-445831136.0,0.0
2022-04-04,114.0,War ally contract,-8000000.0,0.0
2022-04-04,117.0,Security Processing Fee,-1366000000.0,0.0
2022-04-04,120.0,Industry Job Tax,-1903453286.0,0.0
2022-04-04,122.0,Infrastructure Hub maintenance,-25508000000.0,0.0
2022-04-04,123.0,Asset Safety recovery Tax,-86292869559.0,0.0
2022-04-04,125.0,Project Discovery reward,0.0,26788997864.0
2022-04-04,127.0,Reprocessing Tax,-1008290851.0,0.0
2022-04-04,128.0,Jump Clone Activation Fee,-1806300000.0,0.0
2022-04-04,135.0,Reactions,-31153975189.0,0.0
2022-04-04,139.0,Season Challenge Reward,0.0,21250000000.0
2022-04-04,141.0,Skill Purchase,-218875310550.0,0.0
2022-04-04,145.0,Hypernet Relay Tax,-37115586126.0,0.0
2022-04-04,147.0,Redeemed ISK token,0.0,76950000.0
2022-04-04,149.0,SCC surcharge,-51325258159.0,0.0
2022-04-04,155.0,ESS Main Bank Autopayment,0.0,443145564104.0
2022-04-04,156.0,First Day ISK Bonus,0.0,310000000.0
2022-04-05,-66.0,Structure Module (Market),-43300000000.0,16900000000.0
2022-04-05,-41.0,Planetary Industry (Market),-192366680.52,0.0
2022-04-05,-25.0,Asteroid (Market),0.0,29725500.0
2022-04-05,-17.0,Commodity (Market),-8561605873.97,1282042653630.89
2022-04-05,-16.0,Skill (Market),-78938379010.0,0.0
2022-04-05,-9.0,Blueprint (Market),-266569095209.0,0.0
2022-04-05,13.0,Office Rental Fee,-9914323264.0,0.0
2022-04-05,15.0,Repair Bill,-3939922073.0,20204.0
2022-04-05,19.0,Insurance,-31078355650.0,80234415048.0
2022-04-05,26.0,LP Store,-259473500000.0,0.0
2022-04-05,27.0,Agent Location Services,-37175000.0,0.0
2022-04-05,33.0,Agent Mission Reward,-228943298.0,113064094261.0
2022-04-05,35.0,CSPA,-75181557.0,0.0
2022-04-05,39.0,Corporation Registration Fee,-764704400.0,635120600.0
2022-04-05,40.0,Corporation Logo Change Cost,-3100.0,0.0
2022-04-05,41.0,Release Of Impounded Property,-28249095.0,0.0
2022-04-05,46.0,Brokers Fee,-202818263423.0,0.0
2022-04-05,48.0,Alliance Registration Fee,-4000000000.0,2000000000.0
2022-04-05,49.0,War Fee,-2500000000.0,0.0
2022-04-05,50.0,Alliance Maintainance Fee,-866000000.0,0.0
2022-04-05,51.0,Contraband Fine,-7943790.0,0.0
2022-04-05,54.0,Transaction Tax,-781383566342.0,0.0
2022-04-05,55.0,Jump Clone Installation Fee,-810900000.0,0.0
2022-04-05,56.0,Manufacturing,-63529068921.0,0.0
2022-04-05,57.0,Researching Technology,-703283861.0,0.0
2022-04-05,58.0,Researching Time Productivity,-11362429908.0,0.0
2022-04-05,59.0,Researching Material Productivity,-18311429240.0,0.0
2022-04-05,60.0,Copying,-7405452209.0,0.0
2022-04-05,72.0,Contract Brokers Fee,-7878905737.0,0.0
2022-04-05,73.0,Contract Sales Tax,-6533342417.0,0.0
2022-04-05,80.0,Contract Brokers Fee (corp),-971369220.0,0.0
2022-04-05,85.0,Bounty Prizes,0.0,923005764281.0
2022-04-05,86.0,Advertisement Listing Fee,-304750000.0,0.0
2022-04-05,87.0,Medal Creation,-15000000.0,0.0
2022-04-05,88.0,Medal Issued,-45000000.0,0.0
2022-04-05,96.0,Planetary Import Tax,-700731268.0,0.0
2022-04-05,97.0,Planetary Export Tax,-3238870893.0,0.0
2022-04-05,98.0,Planetary Construction,-14213035000.0,0.0
2022-04-05,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,501866314579.69
2022-04-05,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,17372167522.13
2022-04-05,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,390896528263.05
2022-04-05,101.0,Bounty Surcharge,-607177289.0,0.0
2022-04-05,114.0,War ally contract,-20000000.0,0.0
2022-04-05,117.0,Security Processing Fee,-1340000000.0,0.0
2022-04-05,120.0,Industry Job Tax,-1824165948.0,0.0
2022-04-05,122.0,Infrastructure Hub maintenance,-47075000000.0,0.0
2022-04-05,123.0,Asset Safety recovery Tax,-104405891563.0,0.0
2022-04-05,125.0,Project Discovery reward,0.0,26153177996.0
2022-04-05,127.0,Reprocessing Tax,-1143064475.0,0.0
2022-04-05,128.0,Jump Clone Activation Fee,-1724400000.0,0.0
2022-04-05,135.0,Reactions,-27962676633.0,0.0
2022-04-05,139.0,Season Challenge Reward,0.0,6060000000.0
2022-04-05,141.0,Skill Purchase,-265493882550.0,0.0
2022-04-05,145.0,Hypernet Relay Tax,-44644515147.0,0.0
2022-04-05,147.0,Redeemed ISK token,0.0,8491710000.0
2022-04-05,149.0,SCC surcharge,-54310464183.0,0.0
2022-04-05,155.0,ESS Main Bank Autopayment,0.0,442121828973.0
2022-04-05,156.0,First Day ISK Bonus,0.0,315500000.0
2022-04-06,-66.0,Structure Module (Market),-43900000000.0,12400000000.0
2022-04-06,-41.0,Planetary Industry (Market),-562608594.3,0.0
2022-04-06,-25.0,Asteroid (Market),0.0,29554500.0
2022-04-06,-17.0,Commodity (Market),-8710031556.89,1299664060098.79
2022-04-06,-16.0,Skill (Market),-88098093720.0,0.0
2022-04-06,-9.0,Blueprint (Market),-109118804517.0,0.0
2022-04-06,13.0,Office Rental Fee,-11941493604.0,0.0
2022-04-06,15.0,Repair Bill,-3906778431.0,315943.0
2022-04-06,19.0,Insurance,-35723568122.0,84191563131.0
2022-04-06,26.0,LP Store,-265961400000.0,0.0
2022-04-06,27.0,Agent Location Services,-35609000.0,0.0
2022-04-06,33.0,Agent Mission Reward,-247314309.0,109044091830.0
2022-04-06,35.0,CSPA,-73950079.0,0.0
2022-04-06,39.0,Corporation Registration Fee,-591926000.0,478340200.0
2022-04-06,40.0,Corporation Logo Change Cost,-2300.0,0.0
2022-04-06,41.0,Release Of Impounded Property,-84885566.0,0.0
2022-04-06,46.0,Brokers Fee,-192604520211.0,0.0
2022-04-06,48.0,Alliance Registration Fee,-4000000000.0,1000000000.0
2022-04-06,49.0,War Fee,-2100000000.0,0.0
2022-04-06,50.0,Alliance Maintainance Fee,-900000000.0,0.0
2022-04-06,51.0,Contraband Fine,-3938700.0,0.0
2022-04-06,54.0,Transaction Tax,-761125651240.0,0.0
2022-04-06,55.0,Jump Clone Installation Fee,-811800000.0,0.0
2022-04-06,56.0,Manufacturing,-69711839109.0,0.0
2022-04-06,57.0,Researching Technology,-689916560.0,0.0
2022-04-06,58.0,Researching Time Productivity,-10683473449.0,0.0
2022-04-06,59.0,Researching Material Productivity,-19792158232.0,0.0
2022-04-06,60.0,Copying,-1605342889.0,0.0
2022-04-06,72.0,Contract Brokers Fee,-10575351424.0,0.0
2022-04-06,73.0,Contract Sales Tax,-5352856606.0,0.0
2022-04-06,80.0,Contract Brokers Fee (corp),-1245666815.0,0.0
2022-04-06,85.0,Bounty Prizes,0.0,877851743049.0
2022-04-06,86.0,Advertisement Listing Fee,-285500000.0,0.0
2022-04-06,87.0,Medal Creation,-30000000.0,0.0
2022-04-06,88.0,Medal Issued,-190000000.0,0.0
2022-04-06,96.0,Planetary Import Tax,-685356463.0,0.0
2022-04-06,97.0,Planetary Export Tax,-3057743015.0,0.0
2022-04-06,98.0,Planetary Construction,-13555685000.0,0.0
2022-04-06,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,550684039801.55
2022-04-06,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,13006001064.4
2022-04-06,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,307591828469.04
2022-04-06,101.0,Bounty Surcharge,-871773735.0,0.0
2022-04-06,117.0,Security Processing Fee,-1016000000.0,0.0
2022-04-06,120.0,Industry Job Tax,-1255097066.0,0.0
2022-04-06,122.0,Infrastructure Hub maintenance,-46907000000.0,0.0
2022-04-06,123.0,Asset Safety recovery Tax,-53503569233.0,0.0
2022-04-06,125.0,Project Discovery reward,0.0,27174895128.0
2022-04-06,127.0,Reprocessing Tax,-899612104.0,0.0
2022-04-06,128.0,Jump Clone Activation Fee,-1713600000.0,0.0
2022-04-06,135.0,Reactions,-26508843300.0,0.0
2022-04-06,141.0,Skill Purchase,-244351573700.0,0.0
2022-04-06,145.0,Hypernet Relay Tax,-47361843760.0,0.0
2022-04-06,147.0,Redeemed ISK token,0.0,1583770000.0
2022-04-06,149.0,SCC surcharge,-58003581555.0,0.0
2022-04-06,155.0,ESS Main Bank Autopayment,0.0,408701839901.0
2022-04-06,156.0,First Day ISK Bonus,0.0,294000000.0
2022-04-07,-66.0,Structure Module (Market),-31650000000.0,17300000000.0
2022-04-07,-41.0,Planetary Industry (Market),-89082617.49,0.0
2022-04-07,-25.0,Asteroid (Market),0.0,26533500.0
2022-04-07,-17.0,Commodity (Market),-14465788681.79,1280534229416.98
2022-04-07,-16.0,Skill (Market),-83937962150.0,0.0
2022-04-07,-9.0,Blueprint (Market),-72255212702.0,0.0
2022-04-07,13.0,Office Rental Fee,-13536629025.0,0.0
2022-04-07,15.0,Repair Bill,-4087372455.0,838.0
2022-04-07,19.0,Insurance,-27830124639.0,70084432287.0
2022-04-07,26.0,LP Store,-265281075000.0,0.0
2022-04-07,27.0,Agent Location Services,-23935000.0,0.0
2022-04-07,33.0,Agent Mission Reward,-254696168.0,110117251952.0
2022-04-07,35.0,CSPA,-82277652.0,0.0
2022-04-07,39.0,Corporation Registration Fee,-471941000.0,361554800.0
2022-04-07,40.0,Corporation Logo Change Cost,-4200.0,0.0
2022-04-07,41.0,Release Of Impounded Property,-93614895.0,0.0
2022-04-07,46.0,Brokers Fee,-197900012689.0,0.0
2022-04-07,48.0,Alliance Registration Fee,-5000000000.0,2000000000.0
2022-04-07,49.0,War Fee,-4200000000.0,0.0
2022-04-07,50.0,Alliance Maintainance Fee,-458000000.0,0.0
2022-04-07,51.0,Contraband Fine,-7390080.0,0.0
2022-04-07,54.0,Transaction Tax,-768945243087.0,0.0
2022-04-07,55.0,Jump Clone Installation Fee,-890100000.0,0.0
2022-04-07,56.0,Manufacturing,-68217771694.0,0.0
2022-04-07,57.0,Researching Technology,-458403835.0,0.0
2022-04-07,58.0,Researching Time Productivity,-6091722444.0,0.0
2022-04-07,59.0,Researching Material Productivity,-15606355526.0,0.0
2022-04-07,60.0,Copying,-1576284407.0,0.0
2022-04-07,72.0,Contract Brokers Fee,-7473024768.0,0.0
2022-04-07,73.0,Contract Sales Tax,-4193826982.0,0.0
2022-04-07,80.0,Contract Brokers Fee (corp),-1191663910.0,0.0
2022-04-07,85.0,Bounty Prizes,0.0,871171166887.0
2022-04-07,86.0,Advertisement Listing Fee,-251250000.0,0.0
2022-04-07,87.0,Medal Creation,-55000000.0,0.0
2022-04-07,88.0,Medal Issued,-245000000.0,0.0
2022-04-07,96.0,Planetary Import Tax,-781421870.0,0.0
2022-04-07,97.0,Planetary Export Tax,-3296290937.0,0.0
2022-04-07,98.0,Planetary Construction,-14033640000.0,1935000.0
2022-04-07,99.1000125,Corporate Reward Payout (Sansha Incursions),0.0,528997100228.48
2022-04-07,99.1000137,Corporate Reward Payout (Pirate FOBs),0.0,15507167648.14
2022-04-07,99.1000298,Corporate Reward Payout (Triglavian Invasions),0.0,325525703852.0
2022-04-07,101.0,Bounty Surcharge,-862468185.0,0.0
2022-04-07,114.0,War ally contract,-36000000.0,0.0
2022-04-07,117.0,Security Processing Fee,-2320000000.0,0.0
2022-04-07,120.0,Industry Job Tax,-1374143056.0,0.0
2022-04-07,122.0,Infrastructure Hub maintenance,-39683000000.0,0.0
2022-04-07,123.0,Asset Safety recovery Tax,-62615764562.0,0.0
2022-04-07,125.0,Project Discovery reward,0.0,25925179456.0
2022-04-07,127.0,Reprocessing Tax,-918637445.0,0.0
2022-04-07,128.0,Jump Clone Activation Fee,-1942200000.0,0.0
2022-04-07,135.0,Reactions,-26306747238.0,0.0
2022-04-07,141.0,Skill Purchase,-199620746000.0,0.0
2022-04-07,145.0,Hypernet Relay Tax,-34108437417.0,0.0
2022-04-07,147.0,Redeemed ISK token,0.0,390600000.0
2022-04-07,149.0,SCC surcharge,-52099480333.0,0.0
2022-04-07,155.0,ESS Main Bank Autopayment,0.0,394772559401.0
2022-04-07,156.0,First Day ISK Bonus,0.0,278000000.0
2022-04-08,-66.0,Structure Module (Market),-8700000000.0,23500000000.0
2022-04-08,-41.0,Planetary Industry (Market),-588286548.15,0.0
2022-04-08,-25.0,Asteroid (Market),0.0,28699500.0
2022-04-08,-17.0,Commodity (Market),-11175725315.99,1265508907701.91
2022-04-08,-16.0,Skill (Market),-67385498730.0,0.0
2022-04-08,-9.0,Blueprint (Market),-78273913007.0,0.0
2022-04-08,13.0,Office Rental Fee,-9219105140.0,0.0
2022-04-08,15.0,Repair Bill,-4074310222.0,416502.0
2022-04-08,19.0,Insurance,-31424065856.0,80326505440.0
2022-04-08,26.0,LP Store,-211536525000.0,0.0
2022-04-08,27.0,Agent Location Services,-41360000.0,0.0
2022-04-08,33.0,Agent Mission Reward,-193863049.0,102053280870.0
2022-04-08,35.0,CSPA,-97868669.0,0.0
2022-04-08,39.0,Corporation Registration Fee,-327959000.0,230371200.0
2022-04-08,40.0,Corporation Logo Change Cost,-2100.0,0.0
2022-04-08,41.0,Release Of Impounded Property,-69430102.0,0.0
2022-04-08,46.0,Brokers Fee,-214205089638.0,0.0
2022-04-08,48.0,Alliance Registration Fee,-8000000000.0,3000000000.0
2022-04-08,49.0,War Fee,-2100000000.0,0.0
2022-04-08,50.0,Alliance Maintainance Fee,-1048000000.0,0.0
2022-04-08,51.0,Contraband Fine,-1620000.0,0.0
2022-04-08,54.0,Transaction Tax,-814037689479.0,0.0
2022-04-08,55.0,Jump Clone Installation Fee,-898200000.0,0.0
2022-04-08,56.0,Manufacturing,-64393355835.0,0.0
2022-04-08,57.0,Researching Technology,-1103624317.0,0.0
