region_name,source,quantity
Lonetrek,refinery_mining,83850158632.0
Malpais,metanox_mining,144545311283.0
Malpais,refinery_mining,377529621093.0
Metropolis,metanox_mining,278572732429.0
Metropolis,refinery_mining,70403334809.0
Molden Heath,metanox_mining,143216261551.0
Molden Heath,refinery_mining,136219043445.0
Oasa,metanox_mining,151776343613.0
Oasa,refinery_mining,284657372554.0
Omist,metanox_mining,129044286872.0
Omist,refinery_mining,105970987089.0
Outer Passage,metanox_mining,108649879183.0
Outer Passage,refinery_mining,207766699006.0
Outer Ring,metanox_mining,378616700722.0
Outer Ring,refinery_mining,4321011381.0
Paragon Soul,metanox_mining,73692417779.0
Paragon Soul,refinery_mining,95032941243.0
Period Basis,metanox_mining,98280039676.0
Period Basis,refinery_mining,76140289056.0
Perrigen Falls,metanox_mining,180739808839.0
Perrigen Falls,refinery_mining,463182403326.0
Placid,metanox_mining,204934897868.0
Placid,refinery_mining,37834338762.0
Pochven,refinery_mining,9030684739.0
Providence,metanox_mining,274410709894.0
Providence,refinery_mining,291417922682.0
Pure Blind,metanox_mining,290056923605.0
Pure Blind,refinery_mining,483720022904.0
Querious,metanox_mining,244184655770.0
Querious,refinery_mining,373166504554.0
Scalding Pass,metanox_mining,434938668483.0
Scalding Pass,refinery_mining,13139796638.0
Sinq Laison,metanox_mining,109748310812.0
Sinq Laison,refinery_mining,79035031177.0
Solitude,metanox_mining,157576349334.0
Solitude,refinery_mining,17397836112.0
Stain,metanox_mining,239287881665.0
Stain,refinery_mining,273559650402.0
Syndicate,metanox_mining,483544522191.0
Syndicate,refinery_mining,219402485673.0
Tash-Murkon,metanox_mining,22897227542.0
Tash-Murkon,refinery_mining,68499674543.0
Tenal,metanox_mining,94209770463.0
Tenal,refinery_mining,130199496589.0
Tenerifis,metanox_mining,123191645322.0
Tenerifis,refinery_mining,369864967511.0
The Bleak Lands,metanox_mining,70951825720.0
The Bleak Lands,refinery_mining,14489834758.0
The Citadel,metanox_mining,90034587343.0
The Citadel,refinery_mining,70003111582.0
The Forge,metanox_mining,68503257166.0
The Forge,refinery_mining,121622332264.0
The Kalevala Expanse,metanox_mining,134941576824.0
The Kalevala Expanse,refinery_mining,357534053444.0
The Spire,metanox_mining,73726347960.0
The Spire,refinery_mining,230983032985.0
Tribute,metanox_mining,132883290209.0
Tribute,refinery_mining,538146934239.0
Vale of the Silent,metanox_mining,199685015058.0
Vale of the Silent,refinery_mining,1416743790615.0
Venal,metanox_mining,317725393683.0
Venal,refinery_mining,69967628534.0
Verge Vendor,metanox_mining,44180515166.0
Verge Vendor,refinery_mining,27843817198.0
Wicked Creek,metanox_mining,278955220348.0
Wicked Creek,refinery_mining,887563820.0
Wormhole (Class 1),metanox_mining,12640095940.0
Wormhole (Class 1),refinery_mining,3469159728.0
Wormhole (Class 2),metanox_mining,44737624686.0
Wormhole (Class 2),refinery_mining,4766978694.0
Wormhole (Class 3),metanox_mining,25716015683.0
Wormhole (Class 3),refinery_mining,1677466670.0
Wormhole (Class 4),metanox_mining,38336330641.0
Wormhole (Class 4),refinery_mining,2822951074.0
Wormhole (Class 5),metanox_mining,11721135015.0
Wormhole (Class 5),refinery_mining,1985181688.0
Wormhole (Class 6),metanox_mining,474452924.0
