region_name,source,quantity
The Citadel,metanox_mining,97840231588.0
The Citadel,refinery_mining,78347410652.0
The Forge,metanox_mining,74436186854.0
The Forge,refinery_mining,149522737539.0
The Kalevala Expanse,metanox_mining,112205514871.0
The Kalevala Expanse,refinery_mining,434565118243.0
The Spire,metanox_mining,89718128605.0
The Spire,refinery_mining,292270410374.0
Tribute,metanox_mining,115731395804.0
Tribute,refinery_mining,430115538540.0
Vale of the Silent,metanox_mining,235485257910.0
Vale of the Silent,refinery_mining,1163669671852.0
Venal,metanox_mining,308702576158.0
Venal,refinery_mining,50757903185.0
Verge Vendor,metanox_mining,46164353959.0
Verge Vendor,refinery_mining,36668333132.0
Wicked Creek,metanox_mining,296634587908.0
Wormhole (Class 1),metanox_mining,19624808179.0
Wormhole (Class 1),refinery_mining,2342085118.0
Wormhole (Class 2),metanox_mining,79488477687.0
Wormhole (Class 2),refinery_mining,10043642372.0
Wormhole (Class 3),metanox_mining,32675534620.0
Wormhole (Class 3),refinery_mining,859014188.0
Wormhole (Class 4),metanox_mining,67700592864.0
Wormhole (Class 4),refinery_mining,5180864810.0
Wormhole (Class 5),metanox_mining,21922251716.0
Wormhole (Class 5),refinery_mining,4225237552.0
Wormhole (Class 6),metanox_mining,434329182.0
