region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points
10000013,Malpais,27362627513568.477,1949506398.4435,25480178078725.812,1258800642.2812,1225346422385.0,310612165865.83,6886506631614.95,352053065860.9601,1555376728692.322,1587342566.5736,0.0
10000014,Catch,103607784705605.14,7270872982.3119,104518218697201.45,6975501681.5472,2647007027150.0,1266468962138.21,8882961565641.262,147160943451.26,1525733861369.708,4635339952.4419,0.0
10000015,Venal,22561508248259.402,1050126538.5455,18034852185455.887,1274956329.7812,464753885702.0,402914986204.48,404596890359.2599,104799057871.01,225913374862.24094,114963157.5418,894129581.0
10000016,Lonetrek,298154666476866.7,31561229484.536102,290193721957077.3,27254014995.7425,587730445543.0,2121518611644.66,16450084317642.156,20433064710750.777,960222342157.0386,1874969571.7978,3221287762.0
10000018,The Spire,13170549768664.143,904629964.7947,11628094251725.027,900520815.7512,776208080659.0,237939519810.35,373209156361.9449,9754920949.69,1271140873508.3867,983794061.0756,0.0
10000020,Tash-Murkon,57712461338748.71,6698692192.8287,56740906578964.81,5365984879.8144,170223009165.0,279148340019.65,1572720791577.3547,2265703121791.77,722437389783.5211,1324467995.6135,135707265.0
10000021,Outer Passage,7730106289904.438,456759647.0755,8345701416017.061,552267823.4165,612531814079.0,172557380702.76,1283717157534.4255,167278000.0,1007932226616.293,900808712.1729,0.0
10000022,Stain,10034929065932.166,586459167.0922,11610512246878.785,757380671.0785,291937996302.0,462008658335.21,2195316866364.4014,242456245791.68994,379448819210.0073,1428980611.7983,640132006.0
10000023,Pure Blind,31532408241040.484,3544122092.9736996,32252001249744.59,3876219369.4467,827463488802.0,848797125600.14,2649612764623.863,1372481569245.04,893251514927.9451,2437822950.8895,504684034.0
10000025,Immensea,38137111770625.59,5528780226.5285,46629496501896.41,5389433845.139999,3885600257941.0,954954401473.58,18379028863901.293,15877578880.6,2963891263843.7427,3447773633.4237,0.0
10000027,Etherium Reach,30257543192797.12,2490506299.1016,33809531458574.977,2474046122.6948,1261627631466.0,621404140664.5,4191061553889.474,578018492843.3701,1658945498420.243,2517571784.0112,0.0
10000028,Molden Heath,26808429666283.676,3219749196.2233,26573307230412.945,2736624519.3343,125050350878.0,183667557138.98,824569239868.8586,623576701468.5,350807054010.7299,603464536.4423,385984336.0
10000029,Geminate,100606678809470.95,7231177575.333,88432366822634.62,4890574516.2656,1599111039044.0,1050966996812.11,1570226273663.8577,195122861852.28998,513816907304.20776,937052429.9057,0.0
10000030,Heimatar,129422825286063.17,13636394427.663101,122195160687062.02,14134575386.8083,202690325188.0,1162150577380.01,2047731794063.9624,8064422314166.969,671919043028.3463,664447458.9453,154704827.0
10000031,Impass,28205068002567.84,2774968015.4369,27005864475052.74,3608050755.7394,1896430328630.0,675720521366.19,2106003643344.0056,216693489889.48996,2570467640950.6553,2693012541.5248,0.0
10000032,Sinq Laison,248395842251148.2,21671249715.1278,239236452176282.16,20809012664.4066,263556407741.0,1526917127427.09,9841260085528.543,18535675582461.824,972085763735.3071,1597966373.6976,140070360.0
10000033,The Citadel,349206190218591.6,33948699866.4705,343201855874133.1,30477631089.998802,328223075047.0,2406920860909.29,20699974872717.996,4760129636254.709,599453420396.8179,1290332626.6783,249488965.0
10000034,The Kalevala Expanse,93104379694140.72,5456973201.3477,91787656222942.0,4966690335.7821,2939196537724.0,1008934462298.49,4527504402956.888,13350942882.970001,1609855937030.2954,1708749462.5555,0.0
10000035,Deklein,7366274766779.995,1567879486.1312,8178471503832.674,624691479.0339,1522353853320.0,440566247979.45,9057829125727.836,371301762351.99005,678377600806.9904,927992266.5613,0.0
10000036,Devoid,76860383784983.23,7917447266.7702,78161397008436.03,8164346615.5977,41486798558.0,360675642474.31,380395846336.022,800273679853.5797,437695016979.1762,1751283936.3742,34532917.0
10000037,Everyshore,37190136790428.29,5876466211.7895,30935350684018.05,4636322388.9649,113697498120.0,202403516352.56,1598022254434.0786,1734955942381.98,570000324378.793,1394176722.9397,84386040.0
10000038,The Bleak Lands,22561198567966.145,2428359958.836,21821250134484.145,2139871327.97,26288629051.0,888394102140.29,4822302698925.433,332654461038.0299,105911231131.21425,104680506.2953,226120606.0
10000039,Esoteria,27289646718387.953,2236094631.6538,19911219282928.125,1645132913.4158,2003106052894.0,512272088396.05,2157310613296.7722,158507444218.96,1195530487334.1074,1044507980.127,0.0
10000040,Oasa,31261972964162.742,2921264365.8961997,24436899861443.9,2033834824.0777,657782554357.0,243872174056.39,11579283668789.885,3779759100.0,1204158803707.1553,2504180868.1516,0.0
10000041,Syndicate,25197569114532.574,3092056577.7567,21640700012443.32,2962312847.667,130821686822.0,490217501073.64,1091357023652.0139,623743864748.05,334527962310.53644,840150524.3062,178544282.0
10000042,Metropolis,176261961237098.84,17236117182.4987,176522907605591.8,19599618885.688103,1187852336197.0,1612545118323.83,3785858003779.3813,11663722382817.27,1029220045515.1173,1147571581.0581,1600089197.0
10000043,Domain,195823318317542.97,16731236510.254501,197275780319301.53,19537862735.301,258958922383.0,763826564765.66,4120149978240.1714,62427837750060.914,1421216979989.9475,4239848810.0432,158418530.0
10000044,Solitude,41703097845771.6,2297879174.1925,38657285097923.67,2173696033.868,42277195616.0,183426901627.37,350178732701.455,262147027307.46002,255419883520.22476,484203212.879,11631048.0
10000045,Tenal,4915798540404.714,159441243.31399998,4287005561067.3525,226590594.1432,1729023447028.0,235972225094.01,1396543103233.1882,38936168862.6,412299269822.1653,474884178.782,0.0
10000046,Fade,8164868169884.059,868578766.641,2273079628422.9883,175607122.3585,423313684074.0,135942846716.69,252096840120.8025,7573388375.4800005,193145084048.21808,575110787.0117,0.0
10000047,Providence,17502867118105.947,1051772188.0332,20481061287061.938,1508700518.2942002,785399436313.0,983615059671.9,1797508201274.2834,316375168858.86005,657881953923.4863,1608612746.6351,0.0
10000048,Placid,70961390360855.72,4375423558.0642,67427181992862.664,5676740016.654901,83668216587.0,1616658693660.65,1180511016867.4253,1130756732858.82,389653083452.09143,818487343.9725,756558011.0
10000049,Khanid,56297661311941.516,4241607223.8415003,53677647086430.95,3900448509.0827,40439109426.0,267632697018.65,359068593288.5703,1356742966794.84,830036189133.4845,2411119309.1493,16555269.0
10000050,Querious,45675890844399.5,3586206493.3327,42133036785725.07,2742893741.3115,2977878102286.0,929736569009.3,4316144388594.974,1029929276266.2297,1157282136819.0154,2557577208.5195,0.0
10000051,Cloud Ring,31185039651010.45,4456492691.3484,32805466732669.7,4889016346.0838995,265664520439.0,444760922196.08,520608525177.2405,90497000710.54001,426988984504.2644,596172917.44,0.0
10000052,Kador,64954395232517.04,5853309661.2035,60774958892785.95,3553343934.6358,192765375528.0,308466697743.48,1150524574802.2278,748659407810.7899,744392706440.6498,2729000841.8174,131121809.0
10000053,Cobalt Edge,8092886047604.813,718188782.0522,5356013458294.24,371931835.451,361487236497.0,124198110423.05,2523399405863.789,3500561654.3,894393063316.9469,1048185148.6073,0.0
10000054,Aridia,13265787895901.955,1002749284.607,10426390250026.617,1113592482.4490001,74722384471.0,504878571469.08,544326125803.5416,748703017338.6398,1047974926586.2042,697344008.498,228269470.0
10000055,Branch,7262834358144.203,367106873.23370004,6169781162191.121,327651238.67770004,3046772004573.0,367284889538.36,3182905522775.0957,116529356788.03,607798152159.3247,1644517651.7327,0.0
10000056,Feythabolis,10506598662616.68,817225845.3126,13004601696826.55,1365685669.6791,1330659112538.0,376662151370.49,150543777595.4529,190365167610.63998,761936447165.5209,1717622079.7225,0.0
10000057,Outer Ring,12271680911956.582,543137929.891,6430189745763.694,623103141.985,52768890736.0,65647237237.29,1054794417448.837,744916744576.1001,68546001304.05867,85758248.8449,17423741.0
10000058,Fountain,31009100750553.97,3430028717.5375,50850817604068.26,4147363543.7822,4511225435365.0,1560104605994.35,20645138241218.223,13671662553872.746,2890465616577.97,3780680817.7009,119816923.0
10000059,Paragon Soul,12528289331407.36,928039993.1506999,13428163905025.137,1102861166.6359,616609285902.0,144429787072.53,2279441348141.3486,548427355745.1101,172141947038.82327,437129824.9213,0.0
10000060,Delve,35811898831607.14,2188765644.8719997,29504644592119.195,2390810557.3468003,1579433730069.0,1670187214376.71,3920718678937.294,4822248455034.701,433574706365.1324,547167016.3145,951098216.0
10000061,Tenerifis,88880091189672.84,11392755234.2207,107974395516481.67,10099840827.8577,1473641040020.0,911564189787.14,10666988574477.742,33119883219808.445,1816592480265.5405,2649062283.3484,0.0
10000062,Omist,2002252016793.169,284345557.11219996,4632696542182.352,304562919.1412,403052471625.0,195560067168.34,1111767873142.6768,263350018306.70004,351713449387.6172,284745854.6665,0.0
10000063,Period Basis,9633120029471.68,448362087.032,12008030198459.3,612178240.2932,2789810205013.0,510698992362.11,2540492697598.5215,597410820794.64,304727447369.8476,111529183.8498,0.0
10000064,Essence,208214036141455.4,21587827691.965202,203590554435182.34,20882143003.0904,136183581636.0,1339803779188.41,1797103376134.528,3910607737145.44,726872933497.1301,1679945952.2961,790795538.0
10000065,Kor-Azor,62181578913849.58,6644982767.626699,60486121760713.79,6955394643.9397,182180297300.0,255170927309.99,639722992128.9734,2081081770320.41,342346163472.62384,375718778.1316,36095477.0
10000066,Perrigen Falls,64456572167295.4,5509459761.1586,90542902403911.33,7698275645.796801,3099434119661.0,1341724268309.2,11085711328416.87,34244655573857.168,2529821413923.818,1400156955.6303,0.0
10000067,Genesis,202833393929707.25,19504672089.4319,204051085081131.62,20182489642.1412,205710372978.0,975212970470.96,1447688433975.6274,2696299733377.6704,490929777712.8927,806840939.2563,164298629.0
10000068,Verge Vendor,34830083234881.055,4222168890.9000006,36035163423659.82,3777939320.9143996,76232996815.0,113667254059.92,910615216052.0958,1716606736971.57,422850364046.76385,550503839.2646,59669503.0
10000069,Black Rise,31760506406260.02,3438601532.7079,37331455521987.59,4299633874.7945,45769217269.0,590917248241.67,3494543453490.1025,463982020791.18,307194247489.0551,494581037.6061,36822899.0
10000070,Pochven,30617016532251.83,537698743.6487,26211457172499.95,609331949.5826,1754220058.0,2102248019342.5,44947831908.8689,318147593025.51,175449327782.62436,32877532.2114,0.0
