region_id,region_name,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
10000001,Derelik,1081411585.65,22189000.0,688229000.0,1487315350.0,229961973.15,1743580.0,70848000.0,273242310.0
10000002,The Forge,3590658121.85,17424180.0,4862907000.0,2548326820.0,914164768.9,2050890.0,693659000.0,609420430.0
10000003,Vale of the Silent,5081239264.95,5873330.0,1357864000.0,4046387090.0,212017961.0,483150.0,238814000.0,181764270.0
10000005,Detorid,2316480917.85,3769950.0,271276000.0,332747560.0,279680574.95,79530.0,49740000.0,4263650.0
10000006,Wicked Creek,140887959.0,5363290.0,11118000.0,54764520.0,32610652.2,378480.0,3189000.0,5101350.0
10000007,Cache,340026405.1,1297820.0,92486000.0,229500850.0,60923785.5,55200.0,19067000.0,8391970.0
10000008,Scalding Pass,202464168.95,4476390.0,61654000.0,36497720.0,13501709.35,316730.0,13398000.0,3534800.0
10000009,Insmother,493311789.1,6707650.0,57563000.0,406964780.0,118868290.7,280710.0,13546000.0,7820650.0
10000010,Tribute,318218592.9,696800.0,881307000.0,986020780.0,17251182.4,26920.0,56614000.0,63266380.0
10000011,Great Wildlands,36868890.0,5921270.0,22982000.0,94779660.0,4616783.9,304260.0,5764000.0,3842690.0
10000012,Curse,15524634.3,18678040.0,16356000.0,13732010.0,329939.0,342450.0,4047000.0,0.0
10000013,Malpais,1963884638.4,5568640.0,733253000.0,656998370.0,249982304.55,556030.0,199406000.0,36014730.0
10000014,Catch,647993540.8,12673040.0,543183000.0,1448619020.0,104447088.35,2317060.0,54587000.0,34686670.0
10000015,Venal,85884924.15,4186000.0,3317000.0,101688900.0,8592968.5,453770.0,914000.0,11873030.0
10000016,Lonetrek,2916638015.7,25713850.0,1709367000.0,1316123520.0,610677741.15,2398750.0,300478000.0,212137090.0
10000018,The Spire,1598528725.0,2577130.0,385312000.0,367302770.0,429520131.85,370090.0,111758000.0,19656260.0
10000020,Tash-Murkon,2681016245.25,4312880.0,1166719000.0,827341080.0,652202474.5,271640.0,145580000.0,168070440.0
10000021,Outer Passage,1149675161.7,930660.0,143390000.0,409230540.0,178011751.6,113000.0,20864000.0,24321420.0
10000022,Stain,80009616.1,93500.0,89002000.0,259185670.0,2239970.6,0.0,9372000.0,895180.0
10000023,Pure Blind,933940202.55,4129450.0,134961000.0,608624220.0,154288836.8,332030.0,24239000.0,41968470.0
10000025,Immensea,6048181532.35,2320840.0,1196303000.0,2192440310.0,832045506.3,239860.0,135951000.0,54894930.0
10000027,Etherium Reach,2477543298.85,3044300.0,180440000.0,826774290.0,415057586.75,302060.0,36796000.0,34805470.0
10000028,Molden Heath,423753579.5,9096880.0,796076000.0,374753440.0,86128353.35,1375550.0,186056000.0,14738060.0
10000029,Geminate,229118572.65,2263750.0,54982000.0,251782590.0,14185747.9,233010.0,15467000.0,2077890.0
10000030,Heimatar,2482492968.75,10896430.0,780089000.0,773854290.0,578340776.7,1350960.0,143118000.0,30982600.0
10000031,Impass,5121684439.35,0.0,434788000.0,1287641400.0,417036408.5,0.0,107605000.0,69531800.0
10000032,Sinq Laison,3291277446.2999997,7612000.0,1083783000.0,1496106930.0,731185710.6999999,756860.0,259945000.0,358197990.0
10000033,The Citadel,2233340035.85,5674330.0,980830000.0,1547765400.0,621195942.9,460030.0,174450000.0,688606680.0
10000034,The Kalevala Expanse,2952161947.25,3485010.0,154307000.0,493702800.0,417625735.1,455880.0,37653000.0,10482870.0
10000035,Deklein,780780548.0,228600.0,113903000.0,328021450.0,28834168.45,51840.0,17724000.0,931640.0
10000036,Devoid,466510618.9,1708370.0,706186000.0,1680636810.0,112131567.0,251010.0,145552000.0,77272010.0
10000037,Everyshore,1583851299.1,2430110.0,2544071000.0,1441805630.0,383966598.0,253470.0,497812000.0,245540900.0
10000038,The Bleak Lands,268811830.75,2005160.0,236507000.0,70324500.0,88474704.25,364390.0,24928000.0,32574700.0
10000039,Esoteria,765307692.85,0.0,280645000.0,272657090.0,69330747.45,0.0,65044000.0,1267400.0
10000040,Oasa,2068256045.45,1339300.0,463820000.0,894496660.0,147326175.8,133660.0,70903000.0,44321670.0
10000041,Syndicate,179123259.6,1494780.0,105947000.0,253848120.0,24069618.3,129730.0,19551000.0,27096860.0
10000042,Metropolis,3520485836.25,8838830.0,3402576000.0,995185860.0,625592967.15,526210.0,553931000.0,129360850.0
10000043,Domain,3050864277.2,6472160.0,2083847000.0,4042936820.0,644757039.3,614230.0,320831000.0,503888030.0
10000044,Solitude,196758165.15,14424940.0,722156000.0,500119070.0,32022458.85,1889260.0,141937000.0,21933960.0
10000045,Tenal,415233130.35,2385470.0,105136000.0,204933660.0,27117691.75,169910.0,16349000.0,14674890.0
