region_name,source,quantity
Impass,refinery_mining,273039409505.0
Insmother,metanox_mining,233947370451.0
Insmother,refinery_mining,381663333149.0
Kador,metanox_mining,101819044260.0
Kador,refinery_mining,115924940294.0
Khanid,metanox_mining,177064852462.0
Khanid,refinery_mining,94935622552.0
Kor-Azor,metanox_mining,120161837694.0
Kor-Azor,refinery_mining,16871976224.0
Lonetrek,metanox_mining,83532069824.0
Lonetrek,refinery_mining,53352177414.0
Malpais,metanox_mining,140567540720.0
Malpais,refinery_mining,419321861205.0
Metropolis,metanox_mining,271596736592.0
Metropolis,refinery_mining,56370704155.0
Molden Heath,metanox_mining,140640779662.0
Molden Heath,refinery_mining,177904838575.0
Oasa,metanox_mining,140496583440.0
Oasa,refinery_mining,291366930937.0
Omist,metanox_mining,122593117484.0
Omist,refinery_mining,101720446036.0
Outer Passage,metanox_mining,125675760229.0
Outer Passage,refinery_mining,249294798602.0
Outer Ring,metanox_mining,301309724241.0
Outer Ring,refinery_mining,23093919484.0
Paragon Soul,metanox_mining,72621914930.0
Paragon Soul,refinery_mining,85334234169.0
Period Basis,metanox_mining,76798271273.0
Period Basis,refinery_mining,58873359235.0
Perrigen Falls,metanox_mining,197297030003.0
Perrigen Falls,refinery_mining,221720137672.0
Placid,metanox_mining,204145397376.0
Placid,refinery_mining,34371723340.0
Pochven,refinery_mining,12025052186.0
Providence,metanox_mining,236241644367.0
Providence,refinery_mining,261403105783.0
Pure Blind,metanox_mining,287314604281.0
Pure Blind,refinery_mining,382795161637.0
Querious,metanox_mining,214320841442.0
Querious,refinery_mining,459611595895.0
Scalding Pass,metanox_mining,398363837327.0
Scalding Pass,refinery_mining,19594607419.0
Sinq Laison,metanox_mining,118022485721.0
Sinq Laison,refinery_mining,130595981204.0
Solitude,metanox_mining,153200218825.0
Solitude,refinery_mining,24802762367.0
Stain,metanox_mining,241072517680.0
Stain,refinery_mining,247420069035.0
Syndicate,metanox_mining,485122467749.0
Syndicate,refinery_mining,260172453068.0
Tash-Murkon,metanox_mining,21437218419.0
Tash-Murkon,refinery_mining,39148196777.0
Tenal,metanox_mining,95631531395.0
Tenal,refinery_mining,155834641209.0
Tenerifis,metanox_mining,121231790193.0
Tenerifis,refinery_mining,396714355949.0
The Bleak Lands,metanox_mining,67546034630.0
The Bleak Lands,refinery_mining,8075434486.0
The Citadel,metanox_mining,90890672549.0
The Citadel,refinery_mining,61106343768.0
The Forge,metanox_mining,71692477378.0
The Forge,refinery_mining,104793262618.0
The Kalevala Expanse,metanox_mining,152849496946.0
The Kalevala Expanse,refinery_mining,375090273271.0
The Spire,metanox_mining,78458561341.0
The Spire,refinery_mining,248110708695.0
Tribute,metanox_mining,141932923780.0
Tribute,refinery_mining,364087660697.0
Vale of the Silent,metanox_mining,208713242936.0
Vale of the Silent,refinery_mining,978311163888.0
Venal,metanox_mining,313001903682.0
Venal,refinery_mining,64093778313.0
Verge Vendor,metanox_mining,44689310434.0
Verge Vendor,refinery_mining,33899151683.0
Wicked Creek,metanox_mining,268755082668.0
Wicked Creek,refinery_mining,27017233887.0
Wormhole (Class 1),metanox_mining,8443174974.0
Wormhole (Class 1),refinery_mining,3537765126.0
Wormhole (Class 2),metanox_mining,31163025806.0
Wormhole (Class 2),refinery_mining,3352639742.0
Wormhole (Class 3),metanox_mining,19575182274.0
Wormhole (Class 3),refinery_mining,981573628.0
Wormhole (Class 4),metanox_mining,25934448426.0
Wormhole (Class 4),refinery_mining,3114660638.0
Wormhole (Class 5),metanox_mining,7502962215.0
Wormhole (Class 5),refinery_mining,1624431008.0
Wormhole (Class 6),metanox_mining,719267124.0
