region_name,source,quantity
Tenerifis,metanox_mining,152507838009.0
Tenerifis,refinery_mining,544478169553.0
The Bleak Lands,metanox_mining,78078646819.0
The Bleak Lands,refinery_mining,8584882124.0
The Citadel,metanox_mining,101931451563.0
The Citadel,refinery_mining,77572401732.0
The Forge,metanox_mining,58958663245.0
The Forge,refinery_mining,152746840503.0
The Kalevala Expanse,metanox_mining,45738573821.0
The Kalevala Expanse,refinery_mining,511057116003.0
The Spire,metanox_mining,81959869300.0
The Spire,refinery_mining,301641515945.0
Tribute,metanox_mining,55976074842.0
Tribute,refinery_mining,484351343825.0
Vale of the Silent,metanox_mining,207109969521.0
Vale of the Silent,refinery_mining,1295395958977.0
Venal,metanox_mining,238696047672.0
Venal,refinery_mining,13610973971.0
Verge Vendor,metanox_mining,43392954987.0
Verge Vendor,refinery_mining,45534601142.0
Wicked Creek,metanox_mining,361592982996.0
Wormhole (Class 1),metanox_mining,17756709980.0
Wormhole (Class 1),refinery_mining,3721433200.0
Wormhole (Class 2),metanox_mining,71230684065.0
Wormhole (Class 2),refinery_mining,3373809430.0
Wormhole (Class 3),metanox_mining,45537586323.0
Wormhole (Class 3),refinery_mining,2718707628.0
Wormhole (Class 4),metanox_mining,83701994745.0
Wormhole (Class 4),refinery_mining,4675332230.0
Wormhole (Class 5),metanox_mining,35658638776.0
Wormhole (Class 5),refinery_mining,2127877698.0
Wormhole (Class 6),metanox_mining,1091748608.0
