region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points
10000028,Molden Heath,35781106502837.68,3836130061.0766997,33043845816717.633,3657119392.3839,108501226303.0,256818275567.28,708936636846.7191,477932158226.9801,371854123734.5264,585781462.6821,105914090.0
10000029,Geminate,105563038090951.0,5888602990.0824995,99055384852031.0,5920591179.4795,1425912011386.0,716818898716.56,761387446459.248,44018453235.66999,360726376289.4567,555828579.8464,0.0
10000030,Heimatar,132867581521219.47,15610782045.710999,139214121711367.92,17145765178.3247,193400493023.0,4261714342320.91,3725585448259.516,8694372402724.3,641624000923.0928,725940110.3024,89774694.0
10000031,Impass,178844221450593.38,27189451882.2462,140092215515417.88,22155802728.488197,696335134565.0,270290199791.75,2062315215653.7388,42239571351.9,1334971945164.956,1085127337.9383,0.0
10000032,Sinq Laison,270870408567324.84,23158108902.0551,256899248016604.7,23103718429.7567,286150593920.0,1606708370079.89,12253759047544.412,19017621529684.14,873872904571.0392,1234323855.8976,56981864.0
10000033,The Citadel,370061055629893.4,34370043271.2674,354349793359504.0,33071768323.045902,328348328823.0,1550515242107.8,20482481311061.574,4354992527614.2197,666878827774.1602,1507584036.5484,97853912.0
10000034,The Kalevala Expanse,113527125165067.0,7966357703.305301,117293377147763.25,7147353523.348,1909833820359.0,932087676762.53,5189947679157.35,26381872869.970005,660672584629.9559,589135283.5806,0.0
10000035,Deklein,8997220309222.826,1853303641.9869,9772939007752.578,532684835.43439996,1644785909988.0,563287253667.09,10237886925162.998,600409019011.2599,544877618973.4047,452546838.3368,0.0
10000036,Devoid,105293622650155.83,9452962534.8858,102839542045530.58,9738738249.0152,40070367201.0,498179968748.66,224320694235.2871,599888643049.5299,508743993638.9612,1634806802.3608,16490753.0
10000037,Everyshore,39479412402610.73,6113952575.6306,35202657143113.63,4981027594.9711,116466441599.0,241901449823.76,1607346723453.0723,1784144475451.9502,522919431436.2415,1024966821.1797,30747809.0
10000038,The Bleak Lands,31475773247974.574,2404963405.0384,28795697829268.926,2179364291.5529,33470531255.0,504947052183.63,3620257629996.8784,151872413233.53998,169335717797.24594,85085386.502,141440376.0
10000039,Esoteria,151123352476406.3,24504476116.276897,161784878736462.5,26864223884.555897,2183468119155.0,427305210147.91,1613411855986.4067,282145254380.96,369120648955.2938,433167697.0018,0.0
10000040,Oasa,32918566765312.555,3971899091.2384,35208609996608.63,3354641359.7803993,809714563133.0,213176861762.43,12448949934686.906,8776075580.0,850296154433.8253,1040904880.352,0.0
10000041,Syndicate,12660368698574.535,960553783.7372,11727052823896.203,1104041484.0467,116483114185.0,399204833078.03,416943787848.8159,601031708973.41,327108741557.5714,707882712.3286,60628144.0
10000042,Metropolis,191748357379486.53,20068452007.265503,182735594832456.88,20626442096.8111,1025751549731.0,1585864700581.04,4043111208217.3184,11613655192515.184,1050301792669.7627,1014596920.2062,601155506.0
10000043,Domain,187237884723934.53,18742829321.2219,194789338815966.38,19585992643.8314,242674849810.0,872637884652.35,4059583523092.307,57500865009961.75,1627630833126.8472,4145194529.6874,54956389.0
10000044,Solitude,42589342948133.984,1805751238.6827,43748064462055.164,2028360278.2732,40867619664.0,130890232104.2,726452328602.3704,535903825296.80994,377106893699.4031,548313618.6704,6557043.0
10000045,Tenal,6370140515255.89,349526442.5207,4105867905583.3774,295387226.2612,2175345014867.0,264333620881.43,1039316530105.0802,28921990261.4,221412919771.42734,278915660.0264,0.0
10000046,Fade,4333520581414.441,206704666.9835,2368278764910.553,296000573.0855,398555257848.0,143590715468.34,490041125192.245,7336876646.65,146736529623.586,182118953.662,0.0
10000047,Providence,15164499005478.652,1119519115.7065,15945851387060.188,1277142318.2745,551882622251.0,757938438953.77,2382260584584.595,344428321930.89,461813722349.4998,778333496.7875,0.0
10000048,Placid,74716106987769.42,5566105409.5935,71079729238399.08,5799846570.2802,91897379544.0,1146791961664.18,1059175495894.033,765298457039.2003,592286590881.094,823169375.4829,731640472.0
10000049,Khanid,89740352354865.73,8683467662.2288,89660640687538.27,9767537227.858,46444614804.0,518133981367.7,413601210314.1677,1045040076164.71,909320117566.2631,2292967253.4809,8308952.0
10000050,Querious,214673207592297.94,25979221027.5867,141098287392255.97,14204363252.271,940968648186.0,958205823947.03,2183127939413.9368,699527057065.5299,307543408934.6066,798311367.1675,0.0
10000051,Cloud Ring,21855212806537.508,3418998500.4295,20713619468814.73,2632120678.545,313977955863.0,469713282887.68,710960218222.7917,77419382262.87999,307530387915.92096,359172809.7743,0.0
10000052,Kador,60736158784876.055,4735338188.503,55910859969895.87,4518436631.3603,273199034609.0,181438297036.05,1068174225358.7924,829296275971.84,1013996917575.8673,3212940538.6662,75472679.0
10000053,Cobalt Edge,7552657960687.869,750932562.0229,7126119105462.314,771587271.5299,522539120237.0,185899082086.41,1169624749678.4856,10836947238.14,448529868201.89813,447599350.4023,0.0
10000054,Aridia,14826782775340.361,1021563122.6471,14688531670535.525,1291537977.1456,51549103425.0,243925811608.4,1061379538002.7537,799198374038.6401,1109323863532.5022,594525620.2001,30489430.0
10000055,Branch,22511631210891.06,2860910800.4277,8515952469079.233,588434779.8655,2289658881172.0,382769829178.63,3266034062858.1396,260701650475.01996,639901799368.7169,385155918.3997,0.0
10000056,Feythabolis,12207472377819.951,1182818045.5636,13946334908125.238,1284002985.8251,1384609262415.0,306768489231.26,1251725806847.211,205134066263.68,674442861548.1039,739565083.8621,0.0
10000057,Outer Ring,7906752489628.931,446160182.34120005,5935625470567.45,496115633.0427,45555005757.0,80099226406.47,592159999636.9827,588480482939.5,182769919706.57697,338429416.8257,4494781.0
10000058,Fountain,26783571618652.195,1882927579.2514,46469173708501.53,3557247207.5470996,4161036238830.0,1251136375636.74,21890288869097.96,11739654633502.248,2949553804014.5425,2771981742.5568,63770556.0
10000059,Paragon Soul,154846862090280.66,26213481078.0412,176262900375695.88,30883046285.8363,909319814158.0,214327455126.55,2536991687713.14,852577366925.7501,111892333443.26654,244380680.0915,0.0
10000060,Delve,250890733016218.1,33315347760.3773,112468304109828.14,15704334290.5516,1254206111415.0,2583485850470.99,5389262630650.896,4265496667262.559,182909122527.54163,53986386.9628,423206235.0
10000061,Tenerifis,481330646142593.4,57377448666.1427,382696239363858.5,42510608529.423996,930191758002.0,824172294739.46,12468411713062.621,28839190845397.5,522289092865.3973,651647391.2666,0.0
10000062,Omist,2481497269655.3716,96887630.782,4238636975149.8384,331108499.69399995,472596095981.0,266112234949.58,1908394332574.6135,317926630091.83,508660161936.3579,265603862.8674,0.0
10000063,Period Basis,165010597619647.0,29029115174.3769,154742946174342.34,23367414307.3889,265056773357.0,269070184529.49,2317367286790.5996,456760949824.4301,80707093633.81139,139697090.1582,0.0
10000064,Essence,209491365243538.7,22237561745.182,206690272410510.53,23260747933.3766,130933038583.0,446590503691.91,1911521074489.2966,3318143457521.9,716886260550.2117,1680679328.8106,301367581.0
10000065,Kor-Azor,81715842520640.03,9369040392.5946,83924352416382.14,9504113083.0726,163476406498.0,325035262047.19,838979140936.1012,1742842554833.6501,441632625149.2381,470390851.4561,11901652.0
10000066,Perrigen Falls,210216428311281.16,44365281731.7926,132592126386008.25,12121304731.647701,2578026765969.0,1535215943135.16,12849828351957.424,21359903212063.95,1149405183635.2756,775004799.9818,0.0
10000067,Genesis,233994438030560.97,25030835792.4284,232988395856896.94,24933239075.878,217135871045.0,1056604481830.13,2740721397664.8257,2320983180997.92,645285538736.5139,1098100357.8763,65236132.0
10000068,Verge Vendor,34372360874897.633,5554993074.5168,35757749044464.586,5107198275.6211,71777103219.0,152767073477.77,860246070494.0454,1502254241007.1301,350887110234.92285,573568558.4841,34937962.0
10000069,Black Rise,43519706165549.69,5646550948.892099,41455359263810.75,5943483753.0407,36946320036.0,1643372210101.39,4817483579467.677,497818883913.25995,291439059921.24817,477857932.926,8164062.0
10000070,Pochven,24823225877109.363,440474505.00769997,20289011297140.73,544128934.2398,10942081748.0,2979732162407.91,46380141280.5003,244177356382.14996,261553805445.46738,18965798.2513,0.0
