region_id,region_name,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
10000001,Derelik,1519858356.2,20580310.0,604850000.0,1482642370.0,375926270.15,1574250.0,106715000.0,332806090.0
10000002,The Forge,3869062039.45,16643910.0,5045943000.0,3042093390.0,934732951.05,1976940.0,616478000.0,636186070.0
10000003,Vale of the Silent,4496662178.5,22846180.0,1174984000.0,4350970460.0,110369211.25,3511700.0,162641000.0,264154350.0
10000005,Detorid,138977658.8,2526950.0,221023000.0,55055940.0,3049120.0,263540.0,32850000.0,3153530.0
10000006,Wicked Creek,6794049701.3,29644400.0,1248012000.0,887857710.0,903984331.5,4676450.0,170477000.0,25300860.0
10000007,Cache,671272451.5,1094450.0,118603000.0,0.0,22377789.05,45590.0,31164000.0,0.0
10000008,Scalding Pass,1039180160.15,3788740.0,564018000.0,243201540.0,219464464.15,634700.0,144774000.0,27861380.0
10000009,Insmother,10999663323.55,6263740.0,1601103000.0,1250029140.0,1698479435.3,792640.0,364086000.0,51493480.0
10000010,Tribute,362808793.25,822220.0,1413410000.0,689727170.0,5265383.2,17860.0,133484000.0,4849290.0
10000011,Great Wildlands,29707481.0,4072690.0,12435000.0,104498490.0,3244161.6,641600.0,3474000.0,20218420.0
10000012,Curse,14275137.299999999,16280410.0,8520000.0,35718860.0,553331.8,352880.0,689000.0,83540.0
10000013,Malpais,3723905743.35,4682600.0,399349000.0,551851440.0,701527947.75,620880.0,82623000.0,17672690.0
10000014,Catch,667605398.75,8315570.0,458854000.0,532725930.0,76546425.85,1471350.0,97733000.0,2659680.0
10000015,Venal,84667093.1,3761930.0,11270000.0,120866330.0,4283278.7,147560.0,3553000.0,472160.0
10000016,Lonetrek,3176184996.55,24437130.0,2110643000.0,1574718740.0,659626446.35,2136220.0,361446000.0,247397060.0
10000018,The Spire,1570234842.9,1867230.0,190078000.0,255889580.0,433179915.15,284530.0,43991000.0,2916460.0
10000020,Tash-Murkon,2614825247.0,4874060.0,1178444000.0,1016185250.0,673953303.4,310090.0,129988000.0,158718880.0
10000021,Outer Passage,1874671437.35,1226770.0,266361000.0,351053020.0,590179189.15,202230.0,64248000.0,17438580.0
10000022,Stain,74074807.45,287990.0,127656000.0,283048470.0,1295662.0,0.0,15208000.0,2612210.0
10000023,Pure Blind,638432504.15,3914110.0,79453000.0,397504850.0,68061560.0,292480.0,21156000.0,7633500.0
10000025,Immensea,248481117.3,1377710.0,72487000.0,146645440.0,27384932.35,218030.0,18190000.0,884840.0
10000027,Etherium Reach,4290884862.85,2833400.0,345351000.0,730217770.0,753829086.95,299940.0,51801000.0,16585130.0
10000028,Molden Heath,555676137.2,9612510.0,678160000.0,342960390.0,61210828.55,1094160.0,168931000.0,21820230.0
10000029,Geminate,151542896.35,1977590.0,80202000.0,198325230.0,5060303.4,28260.0,15647000.0,1510380.0
10000030,Heimatar,2029408125.05,10864170.0,758481000.0,1032533630.0,308465197.75,1723810.0,104715000.0,50688510.0
10000031,Impass,53847192.2,0.0,11277000.0,111562510.0,3051875.0,0.0,2720000.0,951730.0
10000032,Sinq Laison,3238108968.95,7241630.0,1104638000.0,1232338600.0,767563587.55,544760.0,231018000.0,281172670.0
10000033,The Citadel,1911094568.05,5685480.0,974298000.0,1520733930.0,493661830.75,618400.0,232100000.0,673196500.0
10000034,The Kalevala Expanse,805765751.8,2564930.0,111258000.0,138145520.0,240686809.5,235510.0,16133000.0,11883710.0
10000035,Deklein,580589421.75,466220.0,112467000.0,86543940.0,70474984.0,13820.0,22377000.0,2447770.0
10000036,Devoid,470435949.2,2197940.0,707361000.0,1107006560.0,142293386.3,256800.0,146703000.0,73560420.0
10000037,Everyshore,1468510720.2,2179660.0,2934364000.0,895201500.0,388511262.7,145730.0,517406000.0,139125700.0
10000038,The Bleak Lands,456429470.4,1726010.0,327351000.0,236151760.0,126792233.6,260780.0,59404000.0,42088500.0
10000039,Esoteria,1710688667.5,0.0,308129000.0,215240750.0,402517811.6,0.0,89718000.0,1842000.0
10000040,Oasa,2501301802.75,1645480.0,641059000.0,328182970.0,360044300.15,114740.0,50499000.0,33256940.0
10000041,Syndicate,147786658.79999998,1412740.0,121759000.0,193443950.0,14710137.85,167180.0,16601000.0,21225830.0
10000042,Metropolis,3464375844.2999997,8389420.0,3663361000.0,1195057730.0,575801876.85,545450.0,493183000.0,145543680.0
10000043,Domain,3583226837.4,7334970.0,2414002000.0,4888255200.0,804628991.35,497490.0,263087000.0,633227760.0
10000044,Solitude,412044862.4,16039580.0,696546000.0,793241040.0,105589857.4,2279710.0,102652000.0,73170270.0
10000045,Tenal,144205279.1,2680270.0,68799000.0,126382040.0,19028287.3,444400.0,4159000.0,11511900.0
10000046,Fade,125952353.7,0.0,40211000.0,66759940.0,48392433.3,0.0,10574000.0,24608220.0
10000047,Providence,892185795.4,0.0,215294000.0,226988580.0,298344816.3,0.0,66076000.0,14901410.0
10000048,Placid,896696331.25,16916270.0,9071000.0,709003180.0,328782655.65,2364370.0,1837000.0,256434190.0
10000049,Khanid,1350287746.45,9588740.0,347419000.0,1388698690.0,271779233.3,1188830.0,74111000.0,197536490.0
10000050,Querious,604054891.5,0.0,433683000.0,81533600.0,46498797.15,0.0,116417000.0,559340.0
10000051,Cloud Ring,74461471.8,2835060.0,82646000.0,85729850.0,4999311.8,535070.0,7583000.0,8510.0
10000052,Kador,1355948183.45,4849890.0,1497516000.0,3070362520.0,432446739.8,357940.0,114599000.0,608935670.0
10000053,Cobalt Edge,864808897.6,353170.0,276454000.0,475300400.0,131295904.5,63570.0,26734000.0,20648370.0
10000054,Aridia,779144908.25,35643560.0,268999000.0,465950710.0,148284811.15,2834540.0,40280000.0,37388340.0
10000055,Branch,2037824994.7,476780.0,269326000.0,319982550.0,79223279.15,17880.0,42147000.0,3058190.0
10000056,Feythabolis,1607921799.35,5977910.0,162180000.0,152099420.0,365492458.6,842600.0,26186000.0,442240.0
10000057,Outer Ring,49189251.3,1508480.0,37646000.0,180290850.0,1485670.7,136620.0,8299000.0,703540.0
10000058,Fountain,6697365715.65,22196010.0,1601251000.0,2040732670.0,89959472.1,2362650.0,209928000.0,21006350.0
10000059,Paragon Soul,428668822.15,0.0,281306000.0,76640310.0,117762135.75,0.0,31019000.0,2324580.0
10000060,Delve,387122859.9,5690690.0,273631000.0,21000.0,64410520.45,1047320.0,70431000.0,240.0
10000061,Tenerifis,1002226891.25,4181360.0,407485000.0,565454420.0,178366747.65,643030.0,98586000.0,18781590.0
10000062,Omist,1254347555.2,1169380.0,152333000.0,185205090.0,17035269.7,50620.0,34243000.0,1196060.0
10000063,Period Basis,202777828.5,0.0,30278000.0,461090.0,84360982.2,0.0,9392000.0,127300.0
10000064,Essence,1390779680.25,5166270.0,831940000.0,507526060.0,331855079.45,348970.0,151784000.0,31988160.0
10000065,Kor-Azor,1079381378.45,7146990.0,318982000.0,396815150.0,312550980.85,512230.0,25778000.0,64826910.0
10000066,Perrigen Falls,1759743916.85,3329010.0,316815000.0,497498230.0,197186426.25,311930.0,58765000.0,43783200.0
10000067,Genesis,1357271590.1,8211480.0,707654000.0,1028023890.0,311402339.15,935740.0,146911000.0,238059170.0
10000068,Verge Vendor,1352758182.2,1652760.0,5730000.0,676197860.0,264256590.65,109440.0,1342000.0,133414660.0
10000069,Black Rise,422431993.5,7447710.0,295146000.0,556692150.0,54598517.05,1400070.0,37997000.0,133449790.0
10000070,Pochven,214791832.0,0.0,0.0,11096660.0,103049432.0,0.0,0.0,25700.0
