region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points
10000015,Venal,13285209694747.98,785849894.1534,10375140281517.896,1085285132.9289,513795815398.0,400746158194.4,399918666782.9715,160668481080.54,195279765151.71234,288848659.2011,793787963.0
10000016,Lonetrek,183513098016045.75,22326832850.3169,176217823930013.44,17907998543.3163,509062032594.0,1043649574552.85,13917368334110.852,17577092897729.047,1055273639666.2167,1610294894.5128,3187792994.0
10000018,The Spire,10606187035560.854,583041002.831,9660431623265.584,528763209.184,359214307055.0,225259480057.37,162106072830.4602,96285788006.45,814433289890.0636,593077443.5426,0.0
10000020,Tash-Murkon,32710330980131.734,4115519507.7588,33476799292829.004,3791258823.4749002,147750081615.0,224258851194.38,1111911425825.911,3219896675432.0005,648720390928.4232,914269837.7792,120579781.0
10000021,Outer Passage,4695148356252.341,256991359.139,8820689073453.04,478218653.00450003,923308814670.0,713626043680.97,2172333601506.5232,804719867085.7498,923494964798.4551,613516036.3036,0.0
10000022,Stain,6590688077780.593,251735087.838,3951603784170.825,323158504.0735,272247704399.0,268308176329.57,1957634862999.9622,265313055568.78998,328692915122.0415,1066984741.592,564942356.0
10000023,Pure Blind,20956877526069.348,2538017173.8009,15152679138593.768,2014679740.8453999,519769065313.0,283304371342.27,1375714955711.8677,582778006124.42,552971686358.8345,954967908.4789,394992115.0
10000025,Immensea,68717873191602.29,7333397567.8575,51701348959681.45,6105304480.305,1292432935034.0,244771399180.85,6021781283753.742,162354439135.59998,212932325082.88324,243916341.0606,0.0
10000027,Etherium Reach,93938798053117.81,11682152717.721,66760013878534.664,7841466182.8112,703433662231.0,1702445425031.65,3308375929212.7803,21447244916419.383,1807958487402.9424,1341350942.5806,0.0
10000028,Molden Heath,22347022961690.09,1684281202.5976999,21893330542820.375,1386990639.94,95800889918.0,137993471802.07,522132900220.6977,2405624920701.6196,441251688339.2109,620467953.6266,221285286.0
10000029,Geminate,73264742500643.67,5729365124.9625,72740614170025.03,5861602926.179,1476449794991.0,513826680255.52,401579430916.5172,147553222483.49,266874487605.80942,773181500.3613,0.0
10000030,Heimatar,84276049282932.7,9094192514.6778,81193742252958.31,9996091205.9666,186359704196.0,1453079640353.26,2466109011390.5405,8409814599739.649,661725854278.849,919501507.9418,279205941.0
10000031,Impass,20389101402469.984,1438230076.684,16484046118626.578,1078369065.0575,439691414464.0,71567797976.48,504126404490.9971,1877952595.0,126655320525.91795,361698617.8608,0.0
10000032,Sinq Laison,145125140255276.6,13283850097.0779,135717335204246.22,13269369005.343401,276925045142.0,1686490247970.8,9877757699088.49,18909979738900.316,927502780518.1075,1342357646.9155,290422296.0
10000033,The Citadel,240296462672831.84,24488468875.233402,235784179770116.34,22863448126.8429,283946897950.0,1479265548208.45,19234394869436.64,4479495615064.37,629434547893.6033,1352120469.8735,254648563.0
10000034,The Kalevala Expanse,54431644341133.12,3549352140.223,57678939669540.836,3678398918.6695,1128801411122.0,411819328083.67,2838530521305.5654,49974683322.17,502141412293.8396,379199512.0922,0.0
10000035,Deklein,6780188828636.88,1392856962.4425,7663739508453.028,404349449.9275,2481655357048.0,511917870399.45,10074691117799.307,586080515258.9698,295431552310.4566,203067999.6333,0.0
10000036,Devoid,57084185155888.555,6616808023.5316,56510208008942.92,6682460344.8317995,40146133591.0,237200293947.27,313853985484.0292,820663501490.0801,395590479502.1521,1198340135.4179,37876937.0
10000037,Everyshore,19818215474193.48,3668267418.222,18178878498480.973,2964712193.6765,139956376106.0,194814074835.02,1287310685590.7737,1492077010571.6199,439621068166.343,779730225.9225,139337367.0
10000038,The Bleak Lands,21359881356387.438,1821816974.7372,26693827348698.957,2924983398.9523997,26262770899.0,564065955628.75,3826542969203.2197,796262921905.5099,185372266012.67154,220477246.0975,286914147.0
10000039,Esoteria,21077465275955.793,1422142877.8325,21084266222659.98,1229089028.97,3319669017417.0,689475537101.23,2985725856834.665,662777190645.03,752724687508.5226,597259649.3592,0.0
10000040,Oasa,17585706837773.562,1606792572.7385,19102123661913.277,1757157167.9015002,736582925447.0,186106676169.37,8076216824839.216,6257801300.0,999909066151.2578,539724038.1397,0.0
10000041,Syndicate,8842972330667.752,874369575.088,7607974732761.146,991393207.6412,99082944446.0,389561736366.42,344790281881.3638,655525390052.21,308206791519.52655,669585075.8587,180374415.0
10000042,Metropolis,125944489436033.39,12495046469.6728,121047326817339.7,12263871923.6657,961859852465.0,2469234411985.48,3943837455239.7173,11355854226794.117,937368010948.1718,1187711203.6581,1551279507.0
10000043,Domain,110669372538168.73,11352331266.7526,117217426831545.11,12287374052.5738,245670626352.0,625997905509.88,3773285850695.4,56490608171818.805,1853957596877.3582,4926255185.086,149209541.0
10000044,Solitude,22685696215694.723,1268288270.591,22302935894987.59,1252396600.0065,33238998665.0,159358127875.38,289370028002.6018,521007756498.81995,460998925147.4007,730111362.0124,11962056.0
10000045,Tenal,4036115292841.475,231491616.7967,2943187038907.097,214758904.8877,1646388442004.0,176357367033.23,594944214562.5333,28263779000.0,129445538228.858,274015716.9015,0.0
10000046,Fade,1925688178529.1672,110648166.315,1756608843804.9048,118979880.065,325768986688.0,84656066534.42,178603917952.6012,13805537713.3,95874299298.04733,144547189.0787,0.0
10000047,Providence,11498204374470.68,1208022695.7317002,8588514190191.976,627331258.387,454016947696.0,1400479007069.02,1565256993694.9355,440233726979.0801,504756431368.06396,704366566.1703,0.0
10000048,Placid,40932689313095.695,2908610017.7312,41441067613927.586,3493186742.4630003,71085478109.0,833294661223.82,816293808982.4061,1608173105788.2102,674639176824.1046,753904833.1895,764676521.0
10000049,Khanid,45699464518948.69,3982444746.2804,31719881541817.668,3581820763.4668,43164742109.0,256818350314.24,293492129691.3204,1517489958743.6602,718642617602.6978,1324540406.7226,14684077.0
10000050,Querious,4397705457733.9224,411492161.5975,9577487841818.646,817485096.545,1203868758842.0,690243583761.21,2839798748752.446,807118256175.4601,264508799804.59836,168635570.2346,0.0
10000051,Cloud Ring,8585300768056.528,846726680.4962,5964052702601.37,652882158.2505001,197022938820.0,199392232137.58,781398175052.2856,147331292985.81,101742368129.86723,279063427.0885,0.0
10000052,Kador,38477221924549.945,2406891474.7405,42742545522377.88,3409182094.1850004,260381209238.0,283997018510.02,1221866448395.9175,1005022016570.8501,903197944111.9485,3086675377.7433,242229440.0
10000053,Cobalt Edge,3847758112045.391,265436548.49199998,4111990903652.2993,367238890.355,791628167272.0,184384289594.27,772967366098.9417,31336354320.59,498018942054.12537,862736890.1092,0.0
10000054,Aridia,9750743407517.627,910235359.288,9617846476105.09,1021314948.972,58585867019.0,257533804415.92,1247279722990.1006,1219477694199.36,967688755914.4386,618006833.2514,79712016.0
10000055,Branch,3649171404863.339,261383654.80900002,3213748635436.351,226930162.171,2273270318095.0,324163004284.62,1757967454312.1497,211461628725.88998,766087845125.5659,652566728.6175,0.0
10000056,Feythabolis,8865308269432.463,878078160.7965,4786972085188.092,437986155.5057,1501538058663.0,319601990971.64,1138615460454.1875,475630212987.47,708962605023.5829,456829803.1738,0.0
10000057,Outer Ring,5417867243979.272,288183266.27000004,2702822982675.4507,262802782.832,45273558823.0,46781553243.69,864509731043.3013,690812395016.3701,182575025878.2613,468012171.118,5145455.0
10000058,Fountain,13618691902908.223,1184311362.6545,23276149114282.023,1326473148.9729002,4861740759706.0,1211964626665.74,19816654715776.688,12748291659312.8,2957362799031.104,3035836881.0525,182815021.0
10000059,Paragon Soul,11890695943431.064,836825886.1125,11925872746742.383,981491647.9795,2140120893423.0,500674674116.88,3927474561714.5977,1032316082148.3903,195848769217.31955,81022783.1665,0.0
10000060,Delve,11607885317297.738,747314318.0665,15656846680304.463,1707646764.7625,1151364254690.0,2296264124933.71,1450560271902.4236,3158669337647.3804,206401761770.26715,18532.1968,705564505.0
10000061,Tenerifis,73893267429792.28,8191966394.0331,45040209212585.87,3987406818.4923997,1285977430344.0,572386334119.91,6605706292066.047,8218877321129.603,669109601454.4268,746948992.5325,0.0
10000062,Omist,1123547711225.0286,54583877.8175,3224571383535.7656,140620375.429,491185472793.0,212913036302.25,1262580684168.3477,688260154681.0101,514583311748.4386,424761521.7096,0.0
10000063,Period Basis,3303935051472.2095,418488597.66899997,2232026761609.027,161552597.53,1190630898843.0,192648778763.62,680312129433.9238,32359449056.719997,62206571210.05743,965325.7944,0.0
10000064,Essence,145678596703124.28,14748160740.003,141907726591958.44,14563261657.1782,126360606782.0,831736929048.1,1793236115278.2854,3501796655275.29,509130055403.11017,792145882.8734,789455622.0
10000065,Kor-Azor,42890587552151.42,5115731101.7933,41892018508015.125,4860426957.3934,172319536384.0,440373594930.57,835826332092.1582,1409311289988.1099,405495937281.7076,406251466.67,39050149.0
10000066,Perrigen Falls,65925148533219.336,7146194777.445499,46865247067366.49,3722863685.8425,1938096739321.0,627549928990.37,6615419303747.839,2061153879077.9207,878274313225.7009,964489418.6865,0.0
10000067,Genesis,148809343907692.06,13918295971.7964,151817697574726.28,14138944903.3314,206608434948.0,1100563399790.92,1990369424106.9795,3690635293535.87,656507435918.6761,975525512.2088,145798302.0
10000068,Verge Vendor,26450734913775.633,2657338330.5952,25814341003627.754,2655078199.8042,60994932183.0,98050805460.02,986735222488.9763,1597263722471.3796,375075352764.3625,678622792.1484,44918180.0
10000069,Black Rise,16439212521612.592,2021980050.4576998,16382843824340.379,2725366534.4976997,30603925147.0,974020782131.28,3645608982896.2856,767564652869.7001,358481365354.60876,512280809.6907,12826259.0
10000070,Pochven,13832475490654.344,215912410.58720002,12223183890395.611,297343104.8207,12256274685.0,2926176890382.31,37485062474.5825,101202196705.56001,173331976296.80206,78191825.297,0.0
