region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points
10000036,Devoid,61366920111642.95,6786840520.8169,60350412619507.78,6721338482.701099,37359391004.0,79474787070.32,458388981049.4346,678635092811.4098,436157693591.64636,1381455951.3494,29656702.0
10000037,Everyshore,29094798949520.027,4110722864.3981,24660711847722.3,4074938149.9414997,117508993901.0,696070952799.33,1472726313983.137,1471281198199.8997,574750982359.8837,1194508598.7654,83374563.0
10000038,The Bleak Lands,21677197002401.355,2021942256.4383001,23036942661117.836,1511995916.8892999,30237078886.0,269710115991.84,6563578968295.618,274742050672.31006,135448677483.18547,229416974.1722,239987117.0
10000039,Esoteria,28019510674865.72,3606192988.8827,15850998474253.549,1433467438.0637002,2114982379500.0,413204431830.17,2514487629692.3994,231249826803.09995,657815655289.6422,1313539839.5344,0.0
10000040,Oasa,24812413100261.266,2074171798.1357002,23366485176486.85,1842824029.4652,669794203833.0,220314605683.06,8882255607831.361,4695208070.0,954480556009.8945,1166116467.6804,0.0
10000041,Syndicate,13244988148584.832,712527316.0362,11702702733563.428,990762170.5072999,138903527702.0,483779597896.48,828908677645.3077,502127215342.05005,343099328458.8403,1098911704.2833,187290725.0
10000042,Metropolis,153772514821591.56,15728617665.7698,143286007027004.5,16101280271.8407,1112569890123.0,1780877833719.97,3305915550959.2124,10933026567242.03,1060020336488.805,1220163290.6624,1421955989.0
10000043,Domain,163159368724481.3,14456145021.2174,167295669857655.78,16477527775.4536,252973213984.0,703294474259.15,3594775374853.249,54775250804582.61,1356512739911.8506,3577278694.1697,148718970.0
10000044,Solitude,31871493685760.957,1892574082.4785,30211552897779.137,1805524042.3455,36213207572.0,155122639516.69,286210415403.7114,361660041477.0401,333391711450.1968,568244397.4776,11294070.0
10000045,Tenal,4993758936758.097,291773006.5385,5562745133243.105,209831763.4285,1457262735962.0,144481795234.04,2615458253752.7935,37752199566.7,344195412730.73596,605427075.4323,0.0
10000046,Fade,3390222877040.922,149342322.07840002,3149449409999.497,311907251.3814,820498133604.0,206944185011.98,134060218823.0348,29807747857.660004,188367387222.25174,285086858.9156,0.0
10000047,Providence,10790063623841.996,681973637.0019001,14875642387684.193,838715269.0806,895993737755.0,1046719412657.16,1783475587737.4539,289931892237.57996,573180664936.4408,809870053.6136,0.0
10000048,Placid,58499826998499.96,4537393662.3845,60068551771953.625,4857009800.785,71744548741.0,970479890548.69,873581669407.4774,929489061005.0801,457827495444.0275,659939180.8844,489420786.0
10000049,Khanid,52204812850347.85,4275723507.9308,44038875985391.24,3511741944.6052,40301394465.0,172369446974.4,476596699919.5012,1417549282712.64,814965504919.5433,2167731230.3624,18221146.0
10000050,Querious,40729883164060.86,3339060181.8124,39718657072057.14,3098328060.1548996,2885922127570.0,707427488613.18,3369258370556.269,838542482892.7601,613925123835.742,3066162469.3312,0.0
10000051,Cloud Ring,13302539563898.51,614799766.6584,10781198083955.53,726338187.3046,285146187953.0,494741136675.18,503649764446.6366,68731069978.2,362737083529.71576,1038989393.8903,0.0
10000052,Kador,50546023279687.51,4096592973.672,41302034719658.195,3443060693.5177,151857477031.0,118155051633.89,906329067237.7446,677989465518.4403,779832939320.3059,2488660341.3885,97764318.0
10000053,Cobalt Edge,5819067014583.839,445106028.9372,5338762597554.725,398954221.36120003,400774510057.0,149537094731.79,1759794687943.0806,9614898636.0,636754579519.6812,617650979.5838,0.0
10000054,Aridia,10632845003793.484,873398616.9633,9537804517818.41,990078446.3161,63558472634.0,260414479140.03,608916706392.5894,783167881294.99,837936771168.9291,528629693.5736,123525203.0
10000055,Branch,6954315494811.713,459257762.20339996,6349390449548.435,308694048.1505,3078691326775.0,423815900338.92,2398303917703.4707,103815676381.98001,232760897661.36798,554856910.6312,0.0
10000056,Feythabolis,8605292682116.888,522907099.5417,17623753779270.625,3439333945.8407,1332854086467.0,279550354302.86,51735764031.7236,193159648771.57996,490052172578.36444,649836548.3255,0.0
10000057,Outer Ring,6465605501816.395,337504277.4281,2832068932406.43,325710565.5671,58797270636.0,43988892847.64,424345511823.0451,426515576915.5201,64713458618.154335,72068816.356,11180736.0
10000058,Fountain,19958077940012.34,1566545709.762,39341430416829.96,2797675895.8185,4958268568280.0,1597369872506.96,18231092619570.902,10070793899005.81,2039852428520.4802,3031970415.6767,99224885.0
10000059,Paragon Soul,10019313012941.924,951978708.5887,9512026959990.855,615655931.7395,733684657266.0,159398789670.11,1781860212888.1748,441879135626.28,135072853794.27982,341000826.5225,0.0
10000060,Delve,39510500643564.95,3970594785.8552,23555633268006.76,2076077272.7937999,1698106649080.0,1699973742095.77,6269137778406.892,5314628622271.42,647861047164.3478,1647992343.2437,741112809.0
10000061,Tenerifis,82104089290997.72,8834309844.4335,91720015566598.06,7801474196.411201,1663053329366.0,992534777811.29,8366370230358.2705,29444373933816.87,1037759797373.3743,1903555423.8165,0.0
10000062,Omist,1651956402942.5881,62875429.111,4035832632405.8184,205843718.21249998,539701379515.0,222921182815.53,661049892393.3909,258925252815.75998,274797966775.85086,758351891.3356,0.0
10000063,Period Basis,8237246118116.346,430598634.412,7045084522313.767,493345422.03000003,2773357961509.0,557307507614.06,1760029062161.7258,638895362182.0498,221271012411.5957,254017901.1408,0.0
10000064,Essence,181388770955871.84,19338060583.8601,179487531872088.06,19601065995.103703,165619283514.0,659894176683.81,1664469905378.2207,3630141727210.039,711168100600.7621,1503615776.1854,1132403880.0
10000065,Kor-Azor,46811927409085.66,5117079622.9515,48022563918746.06,5071114976.1112,153835295468.0,153839938525.46,639078694783.5299,1578150784007.98,332842236741.9442,204085508.886,29946027.0
10000066,Perrigen Falls,64519852633757.58,4970603720.9879,80193237089850.77,6098235040.8508005,2887668243632.0,1181068166198.57,11145275439100.072,30400415359711.777,1546206566906.9685,1814952167.5465,0.0
10000067,Genesis,167273998653538.6,18387291815.2363,163342635726252.25,17358214025.3767,202153379275.0,930526103733.51,1557723982879.0193,2133227286304.08,470121289290.46954,710819303.8596,153715069.0
10000068,Verge Vendor,31412245164808.02,4658333473.8516,29619536466063.426,3761361620.6626997,75461038236.0,158010581397.43,694120941474.6658,1782047386969.87,502372742811.13416,530111319.7973,52395298.0
10000069,Black Rise,35823534614717.1,2851415915.3118,32831173999670.79,3726536690.3232,47494471551.0,1212410593440.4,2651668694481.4014,566468363127.2101,268796806512.46634,416085953.403,51975694.0
10000070,Pochven,37325044717590.336,653776058.4157,33069178251181.918,784597105.7372,1755331888.0,2784858954317.61,32657877599.4089,417158518957.31006,321535096109.8047,11111077.8708,0.0
