history_date,security_band,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
2024-03-16,Null Sec,1056949520.1,6502680.0,292509000.0,1694064720.0,161882768.5,552950.0,59678000.0,87120640.0
2024-03-16,Pochven,7461016.0,0.0,0.0,0.0,2394400.0,0.0,0.0,0.0
2024-03-16,Wormhole,193401800.3,25236114.0,522000.0,39767920.0,63070871.5,5229873.0,102000.0,2896020.0
2024-03-17,High Sec,876937087.4,2953600.0,676458000.0,847743560.0,213615187.8,209560.0,141580000.0,180144030.0
2024-03-17,Low Sec,133622911.05,9476250.0,8133000.0,70511970.0,41000453.05,1189110.0,483000.0,9641800.0
2024-03-17,Null Sec,909310056.4,8094760.0,213346000.0,1149860130.0,142689098.7,565540.0,41609000.0,44161510.0
2024-03-17,Pochven,9507536.0,0.0,0.0,0.0,2589256.0,0.0,0.0,0.0
2024-03-17,Wormhole,181941581.8,25455446.0,7925000.0,12525290.0,48198120.8,4755686.0,1922000.0,155820.0
2024-03-18,High Sec,691607598.6,2276890.0,680049000.0,703040470.0,164094946.7,139770.0,139478000.0,149316400.0
2024-03-18,Low Sec,128023857.05,9620610.0,5103000.0,68675440.0,27277759.9,1111560.0,1022000.0,4339410.0
2024-03-18,Null Sec,998779930.4,7911690.0,266634000.0,1201131310.0,162031024.2,556250.0,56041000.0,55534570.0
2024-03-18,Pochven,10237560.0,0.0,0.0,0.0,2993760.0,0.0,0.0,0.0
2024-03-18,Wormhole,139279575.7,24249621.0,6306000.0,7239120.0,43710290.4,4968047.0,1821000.0,949870.0
2024-03-19,High Sec,674318335.35,2340420.0,683204000.0,769801420.0,159987084.5,157120.0,134856000.0,160416540.0
2024-03-19,Low Sec,126188583.2,8661130.0,6261000.0,28074540.0,30755772.4,1057800.0,1777000.0,1240210.0
2024-03-19,Null Sec,1025991725.35,7105800.0,304105000.0,1117461100.0,142078508.3,569660.0,59125000.0,58504900.0
2024-03-19,Pochven,5427128.0,0.0,0.0,0.0,541032.0,0.0,0.0,0.0
2024-03-19,Wormhole,166958971.8,23483348.0,320000.0,3866810.0,64605344.0,5091889.0,83000.0,1111070.0
2024-03-20,High Sec,681095935.6,2269920.0,657894000.0,685877580.0,162710066.45,93990.0,123618000.0,139395590.0
2024-03-20,Low Sec,137548458.1,8592330.0,4211000.0,23367400.0,40433328.0,981660.0,1197000.0,1961770.0
2024-03-20,Null Sec,979876484.7,6694690.0,232793000.0,1159541020.0,141405350.1,588570.0,42945000.0,86580970.0
2024-03-20,Pochven,6773744.0,0.0,0.0,0.0,926408.0,0.0,0.0,0.0
2024-03-20,Wormhole,142158582.4,22337873.0,498000.0,8839640.0,46111719.8,4546899.0,120000.0,3856400.0
2024-03-21,High Sec,788181768.4,2405890.0,697753000.0,626634890.0,189597364.55,166820.0,136768000.0,134054120.0
2024-03-21,Low Sec,136749485.55,9271280.0,6128000.0,44088430.0,40263931.55,1150650.0,1601000.0,2763610.0
2024-03-21,Null Sec,946756018.85,7819870.0,278831000.0,1129891530.0,135211485.5,767510.0,58487000.0,67292220.0
2024-03-21,Pochven,12365432.0,0.0,0.0,0.0,3723976.0,0.0,0.0,0.0
2024-03-21,Wormhole,169793258.0,23320831.0,496000.0,3393580.0,55386525.8,4452258.0,155000.0,826580.0
2024-03-22,High Sec,756765480.75,3111330.0,661972000.0,730080550.0,188942245.7,193190.0,130342000.0,141861810.0
2024-03-22,Low Sec,116160760.35,9172080.0,4251000.0,34401820.0,32655095.7,936410.0,1051000.0,2026520.0
2024-03-22,Null Sec,785500682.0,7485380.0,176805000.0,1114481940.0,126255693.45,640900.0,39600000.0,47846320.0
2024-03-22,Pochven,1996352.0,0.0,0.0,0.0,847448.0,0.0,0.0,0.0
2024-03-22,Wormhole,131690032.1,22678301.0,1307000.0,6291470.0,42457117.1,4225871.0,411000.0,446180.0
2024-03-23,High Sec,777913374.75,2821520.0,698596000.0,957924990.0,180860529.45,171170.0,151175000.0,193616270.0
2024-03-23,Low Sec,145728013.3,10083500.0,4483000.0,74585110.0,50184821.1,1119110.0,1298000.0,5221380.0
2024-03-23,Null Sec,941063561.3,7199740.0,267294000.0,1753314390.0,147349317.5,650220.0,58315000.0,74697770.0
2024-03-23,Pochven,12186248.0,0.0,0.0,140.0,1972128.0,0.0,0.0,70.0
2024-03-23,Wormhole,117116102.9,24907602.0,1237000.0,5148160.0,34563235.7,5161418.0,262000.0,1080590.0
2024-03-24,High Sec,848394823.35,2213040.0,664028000.0,707850280.0,203631803.95,173520.0,131707000.0,166010720.0
2024-03-24,Low Sec,166457257.95,9866840.0,5132000.0,55474360.0,42670703.4,1214310.0,1017000.0,6705500.0
2024-03-24,Null Sec,995342038.7,8444720.0,248836000.0,1306570530.0,164416977.7,602620.0,51510000.0,57337100.0
2024-03-24,Pochven,6395136.0,0.0,0.0,94720.0,954864.0,0.0,0.0,2160.0
2024-03-24,Wormhole,162043274.2,26982972.0,1341000.0,10346880.0,51166201.1,5363864.0,332000.0,2072660.0
2024-03-25,High Sec,802268157.25,1968710.0,703476000.0,747647700.0,186918012.3,121010.0,137100000.0,144566180.0
2024-03-25,Low Sec,91161703.8,9903880.0,3714000.0,45215040.0,25366099.0,1060430.0,915000.0,3793280.0
2024-03-25,Null Sec,1025445161.2,7091830.0,244908000.0,1088056120.0,161681011.0,505280.0,47305000.0,39589160.0
2024-03-25,Pochven,12412848.0,0.0,0.0,2122380.0,2295952.0,0.0,0.0,26240.0
2024-03-25,Wormhole,134492404.0,21929057.0,1107000.0,1642450.0,50138032.1,4322177.0,334000.0,382850.0
2024-03-26,High Sec,748813454.05,2376750.0,662220000.0,696585990.0,179117047.4,208330.0,126339000.0,155245910.0
2024-03-26,Low Sec,170836886.8,9377170.0,2990000.0,48141440.0,41271737.4,1107980.0,616000.0,1846400.0
2024-03-26,Null Sec,1030630593.0,7123870.0,272690000.0,1146520400.0,132974444.4,664510.0,57644000.0,53554210.0
2024-03-26,Pochven,8468536.0,0.0,0.0,0.0,1865096.0,0.0,0.0,0.0
2024-03-26,Wormhole,127115347.7,20114091.0,1385000.0,4811710.0,39667355.2,4295649.0,282000.0,1610040.0
2024-03-27,High Sec,678092197.3,2373720.0,681918000.0,690975790.0,163017108.8,170560.0,129478000.0,132027160.0
2024-03-27,Low Sec,139353284.1,8601930.0,5413000.0,31254890.0,46376510.7,993830.0,1317000.0,2769140.0
2024-03-27,Null Sec,926047903.85,6134280.0,240786000.0,1041529270.0,112478925.45,565540.0,46232000.0,39444050.0
2024-03-27,Pochven,13867296.0,0.0,0.0,0.0,4115560.0,0.0,0.0,0.0
2024-03-27,Wormhole,130222194.0,23637420.0,1052000.0,6959360.0,43060252.1,5232789.0,306000.0,2550740.0
2024-03-28,High Sec,750887796.9,2170980.0,711836000.0,591158560.0,182959952.75,181990.0,137834000.0,131740010.0
2024-03-28,Low Sec,109358404.85,9552380.0,4526000.0,94674040.0,31154888.0,1115200.0,1225000.0,8836620.0
2024-03-28,Null Sec,964503685.45,7239710.0,277323000.0,1182024840.0,141950459.6,798650.0,55167000.0,43759720.0
2024-03-28,Pochven,9919824.0,0.0,0.0,0.0,1905632.0,0.0,0.0,0.0
2024-03-28,Wormhole,134308801.1,23190930.0,919000.0,178490.0,45823288.2,4967671.0,311000.0,72840.0
2024-03-29,High Sec,773270475.2,1957600.0,672773000.0,844278990.0,188910432.75,158660.0,129325000.0,162410600.0
2024-03-29,Low Sec,148964197.9,9856810.0,6137000.0,62722580.0,25475211.0,1215910.0,1849000.0,5953060.0
2024-03-29,Null Sec,983745221.8,8072080.0,335770000.0,1375874940.0,151702360.7,797230.0,68895000.0,42739190.0
2024-03-29,Pochven,9283464.0,0.0,0.0,0.0,3943208.0,0.0,0.0,0.0
2024-03-29,Wormhole,139096342.1,24628251.0,289000.0,4677010.0,43264420.4,4949388.0,56000.0,307250.0
2024-03-30,High Sec,777454982.9,2582280.0,700228000.0,887004200.0,184399691.85,170400.0,140155000.0,203954020.0
2024-03-30,Low Sec,187614378.8,9857930.0,3586000.0,55438430.0,44537294.4,1081570.0,893000.0,5624300.0
2024-03-30,Null Sec,900269995.1,8448810.0,324554000.0,1543478890.0,119810532.9,928100.0,58620000.0,73163780.0
2024-03-30,Pochven,13866536.0,0.0,0.0,0.0,1309152.0,0.0,0.0,0.0
2024-03-30,Wormhole,151957606.7,22772587.0,1249000.0,15076430.0,42469060.2,4985719.0,151000.0,1137950.0
2024-03-31,High Sec,899911884.45,2014920.0,724483000.0,765664010.0,213125683.6,89300.0,142487000.0,156995750.0
2024-03-31,Low Sec,179689536.2,9331870.0,5262000.0,30573270.0,29969711.6,1071580.0,822000.0,1974090.0
2024-03-31,Null Sec,1013585425.7,8778950.0,350170000.0,1382012440.0,142107079.3,821900.0,71594000.0,94708400.0
2024-03-31,Pochven,16701696.0,0.0,0.0,0.0,5261608.0,0.0,0.0,0.0
2024-03-31,Wormhole,155894500.9,24935643.0,4056000.0,16245680.0,48501718.2,5261451.0,229000.0,1529300.0
2024-04-01,High Sec,823024276.4,2028300.0,682776000.0,710243210.0,195046948.9,145910.0,136582000.0,124627640.0
2024-04-01,Low Sec,156537883.55,9188310.0,12639000.0,59237060.0,50363317.55,1095840.0,1745000.0,6388990.0
2024-04-01,Null Sec,1043432805.05,7937270.0,287639000.0,1224594130.0,164003263.0,656170.0,64955000.0,53470860.0
2024-04-01,Pochven,10624240.0,0.0,0.0,0.0,2684312.0,0.0,0.0,0.0
2024-04-01,Wormhole,164901819.9,22907173.0,2176000.0,3878840.0,57153197.2,4490832.0,307000.0,731820.0
2024-04-02,High Sec,711826895.3,2039610.0,714015000.0,661637330.0,171412415.6,237420.0,136285000.0,149455970.0
2024-04-02,Low Sec,162597866.95,8698120.0,4434000.0,41607250.0,44530011.7,1011140.0,800000.0,2491330.0
2024-04-02,Null Sec,1019527795.9,8268030.0,320117000.0,1133755920.0,136366161.4,649120.0,63874000.0,48188330.0
2024-04-02,Pochven,13613424.0,0.0,0.0,0.0,3425024.0,0.0,0.0,0.0
2024-04-02,Wormhole,138725781.1,19890930.0,295000.0,4494430.0,48813315.0,3985495.0,76000.0,1155130.0
2024-04-03,High Sec,724960375.95,2245510.0,641816000.0,604097640.0,176789170.6,167250.0,123100000.0,136745330.0
2024-04-03,Low Sec,183251082.25,8427600.0,4626000.0,67804860.0,47313915.8,929990.0,1595000.0,5726750.0
2024-04-03,Null Sec,924638303.2,8224860.0,297489000.0,1136659870.0,132818136.3,749230.0,58717000.0,31121810.0
2024-04-03,Pochven,5491760.0,0.0,0.0,0.0,1349360.0,0.0,0.0,0.0
2024-04-03,Wormhole,119270478.6,21432702.0,1319000.0,5669050.0,36587000.9,4166764.0,340000.0,2134930.0
2024-04-04,High Sec,717852237.9,1797450.0,657583000.0,609853570.0,173269789.9,176730.0,118295000.0,125356080.0
2024-04-04,Low Sec,164182934.7,9013280.0,2568000.0,70903770.0,53112642.9,1063010.0,741000.0,5429630.0
2024-04-04,Null Sec,889312983.0,5083890.0,263922000.0,1093963760.0,142498540.3,443080.0,59987000.0,37322010.0
2024-04-04,Pochven,11847904.0,0.0,0.0,0.0,2720408.0,0.0,0.0,0.0
2024-04-04,Wormhole,171029305.1,21720351.0,429000.0,6193150.0,54935738.9,4213280.0,87000.0,1173860.0
2024-04-05,High Sec,768381846.6,2016960.0,679133000.0,819460050.0,179612288.45,140100.0,133208000.0,158666720.0
2024-04-05,Low Sec,140448594.25,9068760.0,4503000.0,33610960.0,52354915.3,892610.0,1302000.0,2647280.0
2024-04-05,Null Sec,971966697.3,8615580.0,327897000.0,1284165330.0,163698478.8,759170.0,67550000.0,47741230.0
2024-04-05,Pochven,19121896.0,0.0,0.0,0.0,4995304.0,0.0,0.0,0.0
2024-04-05,Wormhole,140828235.6,20862277.0,420000.0,10992880.0,52447890.2,3800213.0,49000.0,1097540.0
2024-04-06,High Sec,802350490.25,2338300.0,723919000.0,938760310.0,191414533.25,172270.0,143751000.0,185468090.0
2024-04-06,Low Sec,130666518.65,9209890.0,8920000.0,86697120.0,43100882.15,989600.0,1584000.0,4108150.0
2024-04-06,Null Sec,998268269.0,9022420.0,258705000.0,1397173920.0,146678705.4,797240.0,45416000.0,58263940.0
2024-04-06,Pochven,9896392.0,0.0,0.0,0.0,739448.0,0.0,0.0,0.0
2024-04-06,Wormhole,161790194.5,25265334.0,373000.0,4067470.0,54794077.5,5063119.0,103000.0,1786530.0
2024-04-07,High Sec,881101068.25,2234830.0,744307000.0,822294040.0,206400861.6,162000.0,142039000.0,151730490.0
2024-04-07,Low Sec,185193944.05,9276440.0,6089000.0,56639860.0,57834397.2,954120.0,1102000.0,6180990.0
2024-04-07,Null Sec,1068390639.7,8826690.0,409427000.0,1542062710.0,155932410.9,1024870.0,84385000.0,52767200.0
2024-04-07,Pochven,11212160.0,0.0,0.0,3474800.0,1926976.0,0.0,0.0,259410.0
2024-04-07,Wormhole,184105884.6,26908457.0,512000.0,7501090.0,60975173.5,5504544.0,109000.0,1220090.0
2024-04-08,High Sec,757883457.9,1900910.0,694342000.0,667017630.0,181540381.6,129840.0,140320000.0,128135240.0
2024-04-08,Low Sec,206417126.4,7722550.0,4142000.0,55181090.0,50900413.2,881660.0,945000.0,5124250.0
2024-04-08,Null Sec,1052169096.4,7288620.0,401852000.0,1035164900.0,149708346.2,671860.0,83787000.0,43040590.0
2024-04-08,Pochven,28967088.0,0.0,0.0,28360.0,6716800.0,0.0,0.0,10150.0
2024-04-08,Wormhole,122681103.1,24070997.0,1282000.0,1552110.0,41042163.7,4386179.0,288000.0,696690.0
2024-04-09,High Sec,681279034.7,2140640.0,705410000.0,726077290.0,161742926.2,152620.0,143612000.0,165350830.0
2024-04-09,Low Sec,185397669.15,8220120.0,5444000.0,33026130.0,62695631.4,945950.0,1012000.0,2763020.0
2024-04-09,Null Sec,874502817.0,6718860.0,324202000.0,1379438160.0,147282964.3,679780.0,75698000.0,56342170.0
2024-04-09,Pochven,26627288.0,0.0,0.0,0.0,9271616.0,0.0,0.0,0.0
2024-04-09,Wormhole,156535268.3,21738954.0,292000.0,4314460.0,50418243.2,4405130.0,92000.0,1017840.0
2024-04-10,High Sec,690859902.2,2124470.0,672606000.0,652245320.0,169981485.1,158510.0,127026000.0,149663520.0
2024-04-10,Low Sec,120476442.5,9012400.0,3333000.0,32743560.0,32386579.9,1045530.0,450000.0,3799250.0
2024-04-10,Null Sec,980769532.35,7213370.0,360386000.0,1322291350.0,140004440.0,502560.0,79260000.0,52010360.0
2024-04-10,Pochven,12090040.0,0.0,0.0,0.0,2598168.0,0.0,0.0,0.0
2024-04-10,Wormhole,111812403.2,24652401.0,456000.0,9704330.0,40224711.1,5170865.0,134000.0,3438550.0
2024-04-11,High Sec,739393205.65,1800560.0,700818000.0,656720920.0,184123928.4,136930.0,134262000.0,157233350.0
2024-04-11,Low Sec,173993029.95,8842850.0,4855000.0,42425530.0,60946685.6,988280.0,1095000.0,6135550.0
2024-04-11,Null Sec,921750904.8,7217510.0,332454000.0,1102773660.0,126471573.0,629000.0,75070000.0,51276120.0
2024-04-11,Pochven,10798616.0,0.0,0.0,0.0,4029352.0,0.0,0.0,0.0
2024-04-11,Wormhole,150178501.3,21644026.0,872000.0,3240820.0,44673870.0,3765104.0,273000.0,677790.0
2024-04-12,High Sec,713386556.65,2338790.0,660604000.0,796094870.0,164299339.2,212540.0,128859000.0,173488570.0
2024-04-12,Low Sec,171965115.2,9005940.0,8692000.0,47134490.0,52034679.9,947440.0,2501000.0,3230530.0
2024-04-12,Null Sec,1069348631.0,8754600.0,287950000.0,1278033800.0,182795058.5,616920.0,55559000.0,48353390.0
2024-04-12,Pochven,10563352.0,0.0,0.0,0.0,2977960.0,0.0,0.0,0.0
2024-04-12,Wormhole,145620792.0,24659319.0,147000.0,2939520.0,46453210.9,4946244.0,13000.0,477930.0
2024-04-13,High Sec,782276574.55,2103680.0,706511000.0,947557270.0,186040621.5,169430.0,141810000.0,188852750.0
2024-04-13,Low Sec,110389522.9,9106130.0,4161000.0,99364390.0,26693017.5,933150.0,670000.0,11771300.0
2024-04-13,Null Sec,856403688.1,9281160.0,359920000.0,1699387670.0,143306428.3,745880.0,67094000.0,78592620.0
2024-04-13,Pochven,6605896.0,0.0,0.0,0.0,3443816.0,0.0,0.0,0.0
2024-04-13,Wormhole,150345506.4,23008463.0,299000.0,8250230.0,51331612.0,5059297.0,74000.0,1469760.0
2024-04-14,High Sec,836653251.55,2284290.0,690551000.0,719270490.0,197973601.9,150140.0,139349000.0,145170960.0
2024-04-14,Low Sec,145271397.45,9254860.0,4435000.0,30685720.0,29043840.9,1020330.0,507000.0,3687980.0
2024-04-14,Null Sec,1005955965.3,8692000.0,387403000.0,1290166110.0,165526246.35,856570.0,75154000.0,69033310.0
2024-04-14,Pochven,15664744.0,0.0,0.0,0.0,5224496.0,0.0,0.0,0.0
2024-04-14,Wormhole,145342322.2,22267111.0,1051000.0,5979170.0,43869264.4,4455074.0,234000.0,704940.0
2024-04-15,High Sec,736254538.9,2118930.0,663065000.0,626582950.0,176592842.15,165020.0,132452000.0,138189110.0
2024-04-15,Low Sec,151998975.2,9163270.0,2670000.0,62469560.0,28070009.5,957450.0,392000.0,8552050.0
2024-04-15,Null Sec,976385513.6,8324370.0,307262000.0,1237310860.0,154716193.5,1076340.0,61490000.0,58922270.0
2024-04-15,Pochven,10324008.0,0.0,0.0,746710.0,4673488.0,0.0,0.0,38120.0
2024-04-15,Wormhole,154283057.8,18701973.0,435000.0,12302710.0,48679633.8,3227587.0,122000.0,4353680.0
2024-04-16,High Sec,682015177.95,2181110.0,664334000.0,803032290.0,161489182.55,170140.0,116042000.0,169526420.0
2024-04-16,Low Sec,192725110.8,8771700.0,3457000.0,47777490.0,52456938.2,917670.0,729000.0,6453770.0
2024-04-16,Null Sec,901273625.0,6704000.0,281712000.0,1199842320.0,146414684.9,644020.0,59876000.0,55096970.0
2024-04-16,Pochven,11494640.0,0.0,0.0,415670.0,2987096.0,0.0,0.0,3180.0
2024-04-16,Wormhole,130891832.0,22291662.0,159000.0,2954510.0,49747528.8,4488968.0,31000.0,596620.0
2024-04-17,High Sec,729023137.5,2227170.0,692136000.0,732590010.0,175497816.5,109490.0,129010000.0,143610660.0
2024-04-17,Low Sec,117330425.6,8626800.0,2583000.0,102989640.0,23583822.8,1020220.0,1017000.0,10717360.0
2024-04-17,Null Sec,984857630.0,9326320.0,360996000.0,1415305000.0,144558373.3,683200.0,82596000.0,63840950.0
2024-04-17,Pochven,7754096.0,0.0,0.0,0.0,2197824.0,0.0,0.0,0.0
2024-04-17,Wormhole,145831078.1,20681798.0,1259000.0,8016440.0,51927223.6,4337304.0,388000.0,2122260.0
