region_id,region_name,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
10000001,Derelik,1389888965.75,17987290.0,600533000.0,898073720.0,336953714.75,1583650.0,133305000.0,164454720.0
10000002,The Forge,3665749619.7999997,16831120.0,4448475000.0,2297980680.0,890449346.1,1691840.0,711755000.0,489111800.0
10000003,Vale of the Silent,3643907231.4,6110310.0,502957000.0,3997900940.0,185074548.7,612650.0,97648000.0,279586820.0
10000005,Detorid,766781441.2,2597640.0,218878000.0,248788120.0,111203609.55,122600.0,46267000.0,367600.0
10000006,Wicked Creek,10505453.65,3483430.0,9194000.0,1861190.0,3802853.2,56560.0,3060000.0,441850.0
10000007,Cache,389487469.55,526310.0,193825000.0,241965600.0,47600049.15,113730.0,35451000.0,5135550.0
10000008,Scalding Pass,173213131.75,4696840.0,68883000.0,37926500.0,22819262.25,147270.0,13976000.0,1889750.0
10000009,Insmother,765818187.45,5046700.0,100052000.0,339955150.0,144302787.9,245220.0,24342000.0,7265350.0
10000010,Tribute,128717865.8,554190.0,127554000.0,739454280.0,8777387.7,10810.0,50356000.0,14330930.0
10000011,Great Wildlands,48698548.5,3883190.0,32634000.0,94515890.0,9330223.7,496410.0,8442000.0,4776680.0
10000012,Curse,10126374.6,14636090.0,7310000.0,16442340.0,1281835.6,275410.0,383000.0,149050.0
10000013,Malpais,1097049832.25,4805300.0,666853000.0,783995320.0,156172221.8,599340.0,199056000.0,56423920.0
10000014,Catch,458311449.3,5679430.0,454516000.0,1923445050.0,23993877.9,1294940.0,54114000.0,17218460.0
10000015,Venal,111891532.0,2355270.0,735000.0,270704000.0,11050574.7,128500.0,150000.0,21584120.0
10000016,Lonetrek,2847763013.3,22130640.0,1700782000.0,1979504590.0,720946561.65,1900990.0,288323000.0,351108170.0
10000018,The Spire,634649744.0,1986220.0,178385000.0,341991210.0,174402279.1,291860.0,38827000.0,13389950.0
10000020,Tash-Murkon,2387582235.05,4316690.0,1126279000.0,1093656580.0,651530607.65,310740.0,127061000.0,115036530.0
10000021,Outer Passage,1065031760.85,1015030.0,100151000.0,346663150.0,123417734.35,174010.0,18701000.0,18862710.0
10000022,Stain,95151053.3,76250.0,273876000.0,202709480.0,4263532.1,0.0,17855000.0,424440.0
10000023,Pure Blind,436410999.05,3641950.0,165267000.0,654203550.0,30859054.6,200430.0,48803000.0,14686590.0
10000025,Immensea,2860086959.1,1417980.0,935051000.0,2626073230.0,115612138.6,204220.0,149359000.0,58732650.0
10000027,Etherium Reach,1097479539.4,3192660.0,108139000.0,735295750.0,205991180.05,367780.0,23393000.0,39580130.0
